M01.flow,M01.p50,M01.p95,M01.p98,M01.p99,M01.status,M02,M02.status,M03.flow,M03.gap_count_over_t_live,M03.gap_count_over_t_live_over_2,M03.gap_count_over_t_live_over_4,M03.max_gap_ms,M03.role,M03.status,M03.t_live_s,M04.exceeds_threshold,M04.flow,M04.status,M04.threshold_n,M04.worst_consecutive_miss_slots,M05,M05.flow,M05.fraction,M05.frame_count,M05.pdb_ms,M05.status,M06,M06.flow,M06.p95_ms,M06.status,M07,M07.met,M07.status,M07.total,M08,M08.flow,M08.fraction,M08.status,M09.mean,M09.status,M09.windows,M09.worst,M10,M10.status,M11.dl,M11.status,M11.ul,M12,M12.status,M14.flow,M14.fraction,M14.interval_count,M14.pdb_ms,M14.role,M14.status,M14.survival_time_ms,M15.flow,M15.jitter_ms,M15.status,M17,M17.effective_fps,M17.flow,M17.freeze_count,M17.freeze_max_duration_ms,M17.freeze_total_duration_ms,M17.source_fps,M17.status,M17.xr_frame_period_ms,M18,M18.status,M19,M19.status,composition,lidar_ues,n_lidar_active,n_ues,scheduler,seed,transient_excluded
ue1_qfi9,2.25,27.5,34.25,38.75,ok,0.0008917566107852291,ok,ue3_qfi82,0,1,4,1001.5,data,ok,2.0,False,,proxy,3,0,,ue2_qfi2,0.993421052631579,152,150.0,ok,,ue1_qfi2,29.284,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9981478636427674,proxy,5,0.9946617955083802,21566368.0,ok,0.035138636363636365,ok,0.3771556818181818,0.06276875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,36.5,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,sensor_dense,2,1,16,Reservation,579362555,True
ue1_qfi9,2.0,26.25,33.0,35.5,ok,0.0007940392499412736,ok,ue3_qfi82,0,1,4,1001.5,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,29.414,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9976720148549469,proxy,5,0.9916398078656516,21567688.0,ok,0.029638636363636364,ok,0.3460102272727273,0.054515625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,33.5,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,sensor_dense,2,1,16,TwoTier,579362555,True
ue1_qfi9,2.0,28.75,35.75,39.75,ok,0.0008943308410246305,ok,ue2_qfi82,0,1,4,1001.5,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,27.952,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9975266774024835,proxy,5,0.9917196037699934,21562286.4,ok,0.029854545454545453,ok,0.3229159090909091,0.0541234375,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,37.75,ok,,30.4,ue1_qfi2,1,66.0,66.0,30.303,ok,33.0,,pending,,pending,sensor_dense,2,1,16,PF,661058651,True
ue1_qfi9,2.0,27.25,34.0,37.25,ok,0.0009456426373843414,ok,ue3_qfi82,0,1,4,1001.5,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,27.75,ok,,3,ok,4,,ue1_qfi4,0.39988453333333335,ok,0.9977407920190713,proxy,5,0.992868523734135,21561702.4,ok,0.03541590909090909,ok,0.37461363636363637,0.0626296875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,35.25,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,sensor_dense,2,1,16,Reservation,661058651,True
ue1_qfi9,1.75,25.5,31.5,34.0,ok,0.0008804181467257319,ok,ue2_qfi82,0,1,4,1001.5,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,23.898,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9970027013422712,proxy,5,0.9906934728796432,21564148.8,ok,0.029856818181818182,ok,0.34262045454545453,0.054278125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,32.25,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,sensor_dense,2,1,16,TwoTier,661058651,True
ue1_qfi9,2.0,32.5,42.0,46.5,ok,0.0009621125585764171,ok,ue2_qfi82,0,0,4,1000.0,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,36.75,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9974149275713827,proxy,5,0.9913358667603791,21578897.6,ok,0.029704545454545456,ok,0.32155568181818184,0.0551765625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,44.5,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,sensor_dense,2,1,16,PF,87989972,True
ue1_qfi9,2.0,27.75,35.5,41.25,ok,0.0008352542947442392,ok,ue2_qfi82,0,1,4,1001.5,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,27.312,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9980260081648742,proxy,5,0.9936481549327104,21580612.8,ok,0.036025,ok,0.3756852272727273,0.062128125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,39.25,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,sensor_dense,2,1,16,Reservation,87989972,True
ue1_qfi9,1.75,27.75,34.5,39.25,ok,0.0010178184151204259,ok,ue2_qfi82,0,0,4,1000.0,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,28.881,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9869405630594164,proxy,5,0.9435440904305745,21577771.2,ok,0.02983181818181818,ok,0.3413806818181818,0.054959375,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,37.5,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,sensor_dense,2,1,16,TwoTier,87989972,True
ue1_qfi9,2.25,35.5,44.75,50.0,ok,0.001010716455432802,ok,ue2_qfi82,0,0,4,1000.0,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,36.79,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9969323527348779,proxy,5,0.9897647002046205,21677305.599999998,ok,0.029586363636363636,ok,0.33662386363636365,0.05826875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,47.75,ok,,30.4,ue1_qfi2,1,70.0,70.0,30.303,ok,33.0,,pending,,pending,sensor_dense,2,1,16,PF,161576974,True
ue1_qfi9,2.25,33.5,42.5,47.0,ok,0.000925998776100678,ok,ue2_qfi82,0,0,4,1000.0,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,36.374,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9979572392485672,proxy,5,0.9941138389563421,21680132.8,ok,0.03515454545454545,ok,0.3894943181818182,0.0674359375,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,44.75,ok,,30.4,ue1_qfi2,1,69.75,69.75,30.303,ok,33.0,,pending,,pending,sensor_dense,2,1,16,Reservation,161576974,True
ue1_qfi9,2.0,29.75,35.75,39.75,ok,0.001065657069903181,ok,ue2_qfi82,0,0,4,1000.0,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,30.478,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9825725578418876,proxy,5,0.9210610098896621,21676684.8,ok,0.029597727272727272,ok,0.35781477272727275,0.058271875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,37.75,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,sensor_dense,2,1,16,TwoTier,161576974,True
ue1_qfi9,2.25,31.75,40.25,46.25,ok,0.0009199999821647822,ok,ue2_qfi82,0,1,4,1000.2500000000003,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,31.618,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9976132822896201,proxy,5,0.9923087466063865,21511235.2,ok,0.029997727272727273,ok,0.34131022727272725,0.0589734375,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,44.0,ok,,30.4,ue1_qfi2,2,71.25,139.0,30.303,ok,33.0,,pending,,pending,sensor_dense,2,1,16,PF,35492826,True
ue1_qfi9,2.5,32.5,39.25,42.5,ok,0.0009182163921541991,ok,ue2_qfi82,0,1,4,1001.5,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,31.532,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9978092323621881,proxy,5,0.9938509870393886,21510667.2,ok,0.03553636363636364,ok,0.39558295454545456,0.068728125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,40.0,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,sensor_dense,2,1,16,Reservation,35492826,True
ue1_qfi9,2.0,28.5,35.0,38.0,ok,0.0010093513102277935,ok,ue2_qfi82,0,0,4,1000.0,data,ok,2.0,False,,proxy,3,0,,ue3_qfi2,0.993421052631579,152,150.0,ok,,ue1_qfi2,29.032,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9972655779982007,proxy,5,0.9936844989839823,21503566.4,ok,0.029852272727272727,ok,0.36436022727272727,0.058934375,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,36.0,ok,,30.2,ue3_qfi2,1,70.75,70.75,30.303,ok,33.0,,pending,,pending,sensor_dense,2,1,16,TwoTier,35492826,True
ue1_qfi9,2.0,30.5,38.5,43.75,ok,0.0009357377794375022,ok,ue2_qfi82,0,1,4,1001.5,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,28.704,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9975798014201092,proxy,5,0.9925335540468231,21634155.2,ok,0.029754545454545454,ok,0.32458977272727274,0.0541421875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,41.75,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,sensor_dense,2,1,16,PF,376383645,True
ue1_qfi9,2.25,31.0,39.0,43.25,ok,0.0008770103942985235,ok,ue3_qfi82,0,1,4,1001.5,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,31.437,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9979894077773055,proxy,5,0.993647825776805,21635523.2,ok,0.03580909090909091,ok,0.37859431818181816,0.06138125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,41.0,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,sensor_dense,2,1,16,Reservation,376383645,True
ue1_qfi9,2.0,27.75,34.75,38.75,ok,0.0009665151991534864,ok,ue2_qfi82,0,2,4,1001.5,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,24.89,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9883866595949609,proxy,5,0.9501648669909623,21632568.0,ok,0.029854545454545453,ok,0.34539545454545456,0.0539015625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,36.75,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,sensor_dense,2,1,16,TwoTier,376383645,True
ue1_qfi9,2.0,30.75,39.5,45.25,ok,0.0009221040532287578,ok,ue2_qfi82,0,1,4,1003.0000000000001,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,28.869,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9975085422977241,proxy,5,0.9915770561937798,21623633.6,ok,0.029531818181818183,ok,0.31735227272727273,0.05126875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,43.25,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,sensor_dense,2,1,16,PF,1746484539,True
ue1_qfi9,2.25,29.75,37.5,44.0,ok,0.0009796271856009002,ok,ue2_qfi82,0,1,4,1001.5,data,ok,2.0,False,,proxy,3,0,,ue3_qfi2,0.993421052631579,152,150.0,ok,,ue1_qfi2,29.002,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9976821882510594,proxy,5,0.9928720024558745,21618278.4,ok,0.035102272727272725,ok,0.3725568181818182,0.0585578125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,41.75,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,sensor_dense,2,1,16,Reservation,1746484539,True
ue1_qfi9,2.0,26.75,34.25,39.25,ok,0.0008092078683408443,ok,ue2_qfi82,0,1,4,1001.5,data,ok,2.0,False,,proxy,3,0,,ue2_qfi2,0.993421052631579,152,150.0,ok,,ue1_qfi2,26.084,ok,,3,ok,4,,ue1_qfi4,0.39973053333333336,ok,0.9976251974618989,proxy,5,0.9944742356180757,21613526.4,ok,0.02945,ok,0.3378715909090909,0.05115625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,37.25,ok,,30.2,ue2_qfi2,1,71.25,71.25,30.303,ok,33.0,,pending,,pending,sensor_dense,2,1,16,TwoTier,1746484539,True
ue6_qfi1,8.25,23.0,85.5,85.5,ok,0.0011161473739969118,ok,ue6_qfi9,0,2,4,1028.7499999999998,data,ok,2.0,False,,proxy,3,0,,ue12_qfi2,0.9933774834437086,151,150.0,ok,,ue13_qfi2,57.842,ok,,13,ok,13,,ue7_qfi2,0.9688776,ok,0.9942783941860419,proxy,5,0.9936113927897031,56650513.6,ok,0.014497727272727273,ok,0.8365579545454546,0.0577875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue6_qfi1,77.25,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,0,0,16,PF,1826701614,False
ue2_qfi9,20.25,54.25,59.0,62.5,ok,0.0017636301641475612,ok,ue10_qfi9,0,1,4,1024.7499999999995,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,0.993421052631579,152,150.0,ok,,ue2_qfi2,42.113,ok,,13,ok,13,,ue7_qfi2,0.9662028,ok,0.9643627859108161,proxy,5,0.9475207157807133,56609027.2,ok,0.015375,ok,0.868534090909091,0.156471875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue2_qfi9,42.25,ok,,30.2,ue1_qfi2,1,78.25,78.25,30.303,ok,33.0,,pending,,pending,drone_heavy,0,0,16,Reservation,1826701614,False
ue11_qfi1,18.25,84.0,94.0,94.0,ok,0.0008345238946092482,ok,ue14_qfi82,0,1,1,1800.5,data,ok,2.0,False,,proxy,3,0,,ue9_qfi2,0.9933774834437086,151,150.0,ok,,ue12_qfi2,48.008,ok,,13,ok,13,,ue4_qfi2,0.9647055999999999,ok,0.9767706826101206,proxy,5,0.962024043136429,56659449.6,ok,0.014877272727272727,ok,0.8681545454545454,0.0604078125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue8_qfi1,76.0,ok,,30.4,ue10_qfi2,2,68.75,135.0,30.303,ok,33.0,,pending,,pending,drone_heavy,0,0,16,TwoTier,1826701614,False
ue12_qfi2,26.297,33.532,54.269,57.55,ok,0.0011022958139530654,ok,ue8_qfi9,0,2,4,1038.75,data,ok,2.0,False,,proxy,3,0,,ue12_qfi2,0.9867549668874173,151,150.0,ok,,ue12_qfi2,58.527,ok,,13,ok,13,,ue6_qfi2,0.956532,ok,0.9945376646536823,proxy,5,0.9924987707289205,56237337.6,ok,0.014695454545454546,ok,0.8373943181818182,0.0583671875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue4_qfi1,46.5,ok,,29.8,ue12_qfi2,1,68.75,68.75,30.303,ok,33.0,,pending,,pending,drone_heavy,0,0,16,PF,1367864806,False
ue2_qfi9,21.75,55.5,64.5,71.5,ok,0.001723994847376603,ok,ue6_qfi9,0,1,4,1020.0,data,ok,2.0,False,,proxy,3,0,,ue8_qfi2,0.993421052631579,152,150.0,ok,,ue12_qfi2,40.683,ok,,13,ok,13,,ue6_qfi2,0.9568384,ok,0.9640230296864892,proxy,5,0.9487228647820755,56181214.4,ok,0.015702272727272728,ok,0.8688988636363636,0.159978125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue2_qfi9,49.75,ok,,30.4,ue1_qfi2,1,70.25,70.25,30.303,ok,33.0,,pending,,pending,drone_heavy,0,0,16,Reservation,1367864806,False
ue6_qfi1,19.75,48.25,79.0,79.0,ok,0.0008835466019447009,ok,ue14_qfi82,0,1,1,1901.0,data,ok,2.0,False,,proxy,3,0,,ue11_qfi2,0.9868421052631579,152,150.0,ok,,ue13_qfi2,42.974,ok,,13,ok,13,,ue6_qfi2,0.957544,ok,0.9731091537955934,proxy,5,0.9619416231456763,56231132.8,ok,0.014536363636363637,ok,0.8714625,0.0613796875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue5_qfi1,61.75,ok,,30.0,ue11_qfi2,2,69.5,138.0,30.303,ok,33.0,,pending,,pending,drone_heavy,0,0,16,TwoTier,1367864806,False
ue2_qfi9,9.5,67.25,114.5,137.25,ok,0.0011667637074336166,ok,ue2_qfi85,0,1,2,1671.5000000000002,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,0.993421052631579,152,150.0,ok,,ue13_qfi2,62.5,ok,,12,ok,13,,ue11_qfi2,0.9457536,ok,0.9933472898920879,proxy,5,0.9896256047742914,56210344.0,ok,0.014545454545454545,ok,0.86245,0.063971875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue2_qfi9,127.75,ok,,30.2,ue5_qfi2,1,67.5,67.5,30.303,ok,33.0,,pending,,pending,drone_heavy,0,0,16,PF,1097657231,False
ue11_qfi1,12.75,28.25,88.0,88.0,ok,0.0017881972893023321,ok,ue2_qfi85,0,1,2,1671.25,data,ok,2.0,False,,proxy,3,0,,ue11_qfi2,0.9868421052631579,152,150.0,ok,,ue13_qfi2,57.747,ok,,12,ok,13,,ue11_qfi2,0.9461304,ok,0.9594190330275871,proxy,5,0.9459202519695816,56161444.8,ok,0.015561363636363637,ok,0.8914647727272728,0.1760796875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue11_qfi1,75.25,ok,,30.0,ue11_qfi2,1,107.5,107.5,30.303,ok,33.0,,pending,,pending,drone_heavy,0,0,16,Reservation,1097657231,False
ue9_qfi1,17.0,84.0,92.0,92.0,ok,0.0009137913470605758,ok,ue2_qfi85,0,1,2,1671.25,data,ok,2.0,False,,proxy,3,0,,ue8_qfi2,0.993421052631579,152,150.0,ok,,ue13_qfi2,54.415,ok,,12,ok,13,,ue11_qfi2,0.9463888,ok,0.970712207538055,proxy,5,0.9553449222126034,56208820.8,ok,0.01555,ok,0.8954579545454545,0.06633125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue8_qfi9,79.75,ok,,30.4,ue3_qfi2,1,90.0,90.0,30.303,ok,33.0,,pending,,pending,drone_heavy,0,0,16,TwoTier,1097657231,False
ue1_qfi9,12.5,65.75,93.0,104.75,ok,0.001191703302587753,ok,ue1_qfi85,0,1,1,1491.25,data,ok,2.0,False,,proxy,3,0,,ue6_qfi2,0.993421052631579,152,150.0,ok,,ue13_qfi2,57.73,ok,,13,ok,13,,ue9_qfi2,0.9598932,ok,0.9932943437646495,proxy,5,0.9877608077414848,56375614.4,ok,0.014720454545454545,ok,0.8352079545454546,0.0569875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,92.25,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,0,0,16,PF,579362555,False
ue1_qfi9,22.25,56.25,64.0,71.0,ok,0.0017157278122201288,ok,ue15_qfi82,0,1,1,1803.25,data,ok,2.0,False,,proxy,3,0,,ue10_qfi2,0.993421052631579,152,150.0,ok,,ue13_qfi2,44.394,ok,,13,ok,13,,ue9_qfi2,0.958992,ok,0.963186205236035,proxy,5,0.9511158328832583,56313617.6,ok,0.014913636363636363,ok,0.8669727272727272,0.1537765625,ok,ue1_qfi82,0.0,98,10.0,data,ok,0.0,ue1_qfi9,48.75,ok,,30.2,ue10_qfi2,1,70.0,70.0,30.303,ok,33.0,,pending,,pending,drone_heavy,0,0,16,Reservation,579362555,False
ue9_qfi1,17.75,71.5,84.5,84.5,ok,0.0009292173070056042,ok,ue1_qfi85,0,1,1,1491.25,data,ok,2.0,False,,proxy,3,0,,ue3_qfi2,0.993421052631579,152,150.0,ok,,ue13_qfi2,50.381,ok,,13,ok,13,,ue9_qfi2,0.9569276,ok,0.9691409822799631,proxy,5,0.9589266836080191,56360857.6,ok,0.014597727272727273,ok,0.8680522727272727,0.0604734375,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue9_qfi1,66.75,ok,,30.2,ue4_qfi2,1,69.75,69.75,30.303,ok,33.0,,pending,,pending,drone_heavy,0,0,16,TwoTier,579362555,False
ue12_qfi2,26.655,33.336,53.678,57.048,ok,0.001003392881071628,ok,ue3_qfi9,0,1,4,1015.4999999999999,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,0.993421052631579,152,150.0,ok,,ue12_qfi2,57.798,ok,,13,ok,13,,ue5_qfi2,0.956546,ok,0.9949813770600825,proxy,5,0.9935251001431217,56398216.0,ok,0.014113636363636363,ok,0.830675,0.0573453125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,44.75,ok,,30.2,ue12_qfi2,1,67.75,67.75,30.303,ok,33.0,,pending,,pending,drone_heavy,0,0,16,PF,661058651,False
ue5_qfi1,15.25,23.25,90.5,90.5,ok,0.0016700884733592456,ok,ue14_qfi82,0,1,1,1309.0000000000002,data,ok,2.0,False,,proxy,3,0,,ue3_qfi2,0.993421052631579,152,150.0,ok,,ue12_qfi2,41.336,ok,,13,ok,13,,ue5_qfi2,0.9556048,ok,0.9713694971288447,proxy,5,0.9487319702798329,56350820.8,ok,0.01555909090909091,ok,0.8660659090909091,0.152315625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue5_qfi1,75.25,ok,,30.4,ue2_qfi2,2,71.25,140.5,30.303,ok,33.0,,pending,,pending,drone_heavy,0,0,16,Reservation,661058651,False
ue4_qfi1,16.75,56.0,79.0,79.0,ok,0.0008019237323265173,ok,ue6_qfi9,0,1,4,1025.0,data,ok,2.0,False,,proxy,3,0,,ue5_qfi2,0.993421052631579,152,150.0,ok,,ue12_qfi2,46.604,ok,,13,ok,13,,ue5_qfi2,0.95353,ok,0.9756824070635981,proxy,5,0.9607093054486346,56385212.8,ok,0.014604545454545455,ok,0.8614534090909091,0.060165625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue8_qfi1,62.5,ok,,30.2,ue5_qfi2,1,89.0,89.0,30.303,ok,33.0,,pending,,pending,drone_heavy,0,0,16,TwoTier,661058651,False
ue12_qfi2,27.86,54.922,60.303,61.96,ok,0.001091231513769108,ok,ue8_qfi9,0,1,4,1022.4999999999995,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue12_qfi2,62.454,ok,,13,ok,13,,ue11_qfi2,0.957582,ok,0.9946384085726564,proxy,5,0.9939982637688215,56299660.8,ok,0.014515909090909091,ok,0.8585886363636364,0.0626953125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue7_qfi1,42.5,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,0,0,16,PF,87989972,False
ue2_qfi9,23.25,55.5,62.0,66.5,ok,0.0017709686539172976,ok,ue15_qfi82,0,1,1,1305.4999999999995,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue12_qfi2,57.204,ok,,13,ok,13,,ue11_qfi2,0.9559295999999999,ok,0.9650455664179368,proxy,5,0.9518190520665804,56247553.6,ok,0.015270454545454545,ok,0.88615,0.171890625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue11_qfi1,50.25,ok,,30.4,ue6_qfi2,1,82.75,82.75,30.303,ok,33.0,,pending,,pending,drone_heavy,0,0,16,Reservation,87989972,False
ue6_qfi1,19.0,56.75,86.5,86.5,ok,0.0008203917828618615,ok,ue11_qfi9,0,1,4,1053.7499999999995,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue12_qfi2,53.42,ok,,13,ok,13,,ue9_qfi2,0.9551796,ok,0.9730461527924519,proxy,5,0.9603206864221868,56305188.8,ok,0.01491590909090909,ok,0.8905238636363636,0.0648921875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue6_qfi1,67.5,ok,,30.4,ue5_qfi2,2,75.25,141.75,30.303,ok,33.0,,pending,,pending,drone_heavy,0,0,16,TwoTier,87989972,False
ue5_qfi1,13.25,30.5,83.0,83.0,ok,0.0010338400490485314,ok,ue11_qfi9,0,2,4,1021.4999999999997,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue12_qfi2,60.708,ok,,13,ok,13,,ue11_qfi2,0.9691664,ok,0.9951037790741253,proxy,5,0.9937757800968807,56540116.8,ok,0.014352272727272727,ok,0.8573829545454545,0.0611765625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue5_qfi1,69.75,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,0,0,16,PF,161576974,False
ue9_qfi1,13.5,23.25,85.25,85.25,ok,0.001706278463310304,ok,ue5_qfi9,0,2,4,1024.75,data,ok,2.0,False,,proxy,3,0,,ue2_qfi2,0.993421052631579,152,150.0,ok,,ue12_qfi2,56.5,ok,,13,ok,13,,ue11_qfi2,0.9674404,ok,0.9633678574980873,proxy,5,0.9484050484384019,56476651.2,ok,0.015406818181818181,ok,0.8851988636363637,0.17195,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue9_qfi1,71.75,ok,,30.4,ue1_qfi2,1,68.75,68.75,30.303,ok,33.0,,pending,,pending,drone_heavy,0,0,16,Reservation,161576974,False
ue7_qfi1,20.25,81.5,84.0,84.0,ok,0.0008573302442716878,ok,ue7_qfi9,0,2,4,1056.7500000000005,data,ok,2.0,False,,proxy,3,0,,ue3_qfi2,0.993421052631579,152,150.0,ok,,ue12_qfi2,48.184,ok,,13,ok,13,,ue11_qfi2,0.96611,ok,0.9719037702259079,proxy,5,0.9604827106747409,56542656.0,ok,0.014979545454545454,ok,0.8886227272727273,0.0626734375,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue6_qfi1,63.75,ok,,30.4,ue4_qfi2,2,74.5,141.5,30.303,ok,33.0,,pending,,pending,drone_heavy,0,0,16,TwoTier,161576974,False
