M01.flow,M01.p50,M01.p95,M01.p98,M01.p99,M01.status,M02,M02.status,M03.flow,M03.gap_count_over_t_live,M03.gap_count_over_t_live_over_2,M03.gap_count_over_t_live_over_4,M03.max_gap_ms,M03.role,M03.status,M03.t_live_s,M04.exceeds_threshold,M04.flow,M04.status,M04.threshold_n,M04.worst_consecutive_miss_slots,M05,M05.flow,M05.fraction,M05.frame_count,M05.pdb_ms,M05.status,M06,M06.flow,M06.p95_ms,M06.status,M07,M07.met,M07.status,M07.total,M08,M08.flow,M08.fraction,M08.status,M09.mean,M09.status,M09.windows,M09.worst,M10,M10.status,M11.dl,M11.status,M11.ul,M12,M12.status,M14.flow,M14.fraction,M14.interval_count,M14.pdb_ms,M14.role,M14.status,M14.survival_time_ms,M15.flow,M15.jitter_ms,M15.status,M17,M17.effective_fps,M17.flow,M17.freeze_count,M17.freeze_max_duration_ms,M17.freeze_total_duration_ms,M17.source_fps,M17.status,M17.xr_frame_period_ms,M18,M18.status,M19,M19.status,composition,lidar_ues,n_lidar_active,n_ues,scheduler,seed,transient_excluded
ue1_qfi9,2.0,26.75,34.0,37.25,ok,0.0009422938147260517,ok,ue2_qfi9,0,1,4,1000.2499999999999,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,28.613,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9939008227277245,proxy,5,0.9779418272364947,19400310.400000002,ok,0.0039931818181818185,ok,0.2806886363636364,0.022646875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,35.25,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,PF,1826701614,True
ue1_qfi9,2.0,26.5,33.75,38.0,ok,0.0010319921692526486,ok,ue2_qfi9,0,1,4,1000.5000000000001,data,ok,2.0,False,,proxy,3,0,,ue3_qfi2,0.993421052631579,152,150.0,ok,,ue1_qfi2,31.113,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9936512243191183,proxy,5,0.9779390118382083,19397483.2,ok,0.004613636363636364,ok,0.3417272727272727,0.0279375,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,36.0,ok,,30.2,ue3_qfi2,1,70.0,70.0,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,Reservation,1826701614,True
ue1_qfi9,1.75,25.25,32.0,35.25,ok,0.0009051326997871353,ok,ue2_qfi9,0,1,4,1001.2500000000002,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,26.113,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9950421082512835,proxy,5,0.9826495374542097,19401244.8,ok,0.00405,ok,0.2997693181818182,0.022815625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,33.5,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,TwoTier,1826701614,True
ue1_qfi9,1.75,25.0,33.0,38.0,ok,0.0009326703601523251,ok,ue2_qfi9,0,2,4,1001.5,data,ok,2.0,False,,proxy,3,0,,ue2_qfi2,0.993421052631579,152,150.0,ok,,ue1_qfi2,23.696,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9952238028269399,proxy,5,0.9852183353374838,19195728.0,ok,0.004040909090909091,ok,0.2784443181818182,0.0227015625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,36.25,ok,,30.2,ue2_qfi2,1,70.0,70.0,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,PF,1367864806,True
ue1_qfi9,2.0,23.5,30.0,33.75,ok,0.0009083534037687506,ok,ue3_qfi82,0,1,4,1001.5,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,22.593,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9952847099247093,proxy,5,0.9858152637699893,19196214.4,ok,0.004590909090909091,ok,0.3341613636363636,0.0282703125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,31.75,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,Reservation,1367864806,True
ue1_qfi9,1.75,21.5,28.0,31.0,ok,0.0007796423337710199,ok,ue2_qfi9,0,2,4,1002.2499999999997,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,21.771,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9969661780811983,proxy,5,0.990867215735385,19200499.2,ok,0.0040318181818181816,ok,0.29647954545454547,0.022765625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue2_qfi1,29.75,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,TwoTier,1367864806,True
ue1_qfi9,2.0,30.5,36.75,41.25,ok,0.000995652813872497,ok,ue2_qfi9,0,1,4,1000.0000000000002,data,ok,2.0,False,,proxy,3,0,,ue3_qfi2,0.9868421052631579,152,150.0,ok,,ue1_qfi2,33.015,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9943925917818126,proxy,5,0.9810317468481877,19265270.4,ok,0.004029545454545455,ok,0.29447045454545456,0.02445,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,39.25,ok,,30.0,ue3_qfi2,1,68.5,68.5,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,PF,1097657231,True
ue1_qfi9,2.0,28.75,36.75,40.25,ok,0.001005550442610644,ok,ue2_qfi9,0,0,4,1000.0,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,0.9868421052631579,152,150.0,ok,,ue1_qfi2,31.044,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9948222054303706,proxy,5,0.9838973266696329,19262465.6,ok,0.004531818181818182,ok,0.3512284090909091,0.0308140625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,38.25,ok,,30.0,ue1_qfi2,1,81.75,81.75,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,Reservation,1097657231,True
ue1_qfi9,1.75,27.5,34.25,37.5,ok,0.0009152557303643679,ok,ue2_qfi9,0,2,4,1003.2499999999998,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,31.044,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9959591760619653,proxy,5,0.9877280256093712,19272395.2,ok,0.0039545454545454545,ok,0.3140181818181818,0.02439375,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,35.75,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,TwoTier,1097657231,True
ue1_qfi9,1.75,26.25,32.25,35.75,ok,0.000956579414148658,ok,ue2_qfi9,0,2,4,1000.4999999999998,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,29.472,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9948924551142152,proxy,5,0.9835952462369704,19254244.8,ok,0.00395,ok,0.2828045454545455,0.0232125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,34.0,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,PF,579362555,True
ue1_qfi9,2.0,27.5,34.75,39.75,ok,0.0009512814523450425,ok,ue2_qfi9,0,2,4,1000.2499999999999,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,33.278,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9957772471760267,proxy,5,0.9878365543294615,19250932.8,ok,0.004511363636363636,ok,0.3394647727272727,0.0288203125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,37.75,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,Reservation,579362555,True
ue1_qfi9,1.75,23.5,30.25,33.75,ok,0.0008589008194968245,ok,ue2_qfi9,0,2,4,1010.0,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,26.067,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9965532135967863,proxy,5,0.9908061096629602,19255073.6,ok,0.003940909090909091,ok,0.3012647727272727,0.023234375,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,32.0,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,TwoTier,579362555,True
ue1_qfi9,1.75,24.75,31.25,34.25,ok,0.000925157042475019,ok,ue2_qfi9,0,2,4,1000.2499999999999,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,27.5,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.994763706333211,proxy,5,0.9824465162066325,19348379.2,ok,0.003970454545454545,ok,0.27019431818181816,0.02076875,ok,ue1_qfi82,0.0,98,10.0,data,ok,0.0,ue1_qfi9,32.5,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,PF,661058651,True
ue1_qfi9,2.0,23.5,31.0,33.75,ok,0.000925347507233615,ok,ue2_qfi9,0,2,4,1004.75,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,26.058,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.995014682446295,proxy,5,0.9824818962938893,19348340.8,ok,0.004459090909090909,ok,0.3291818181818182,0.025365625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,31.75,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,Reservation,661058651,True
ue1_qfi9,1.75,20.75,27.5,30.75,ok,0.0008262918122248551,ok,ue2_qfi9,0,1,4,1001.2500000000002,data,ok,2.0,False,,proxy,3,0,,ue2_qfi2,0.993421052631579,152,150.0,ok,,ue1_qfi2,24.876,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9966961686197127,proxy,5,0.9905859821174556,19348121.6,ok,0.003843181818181818,ok,0.2886034090909091,0.0208453125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,29.0,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,TwoTier,661058651,True
ue1_qfi9,2.0,29.75,37.0,42.0,ok,0.0009823616616238878,ok,ue2_qfi9,0,1,4,1000.0000000000002,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,29.56,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9936527901731663,proxy,5,0.9789999257287538,19323772.8,ok,0.0039159090909090906,ok,0.2965409090909091,0.0256890625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,40.0,ok,,30.4,ue1_qfi2,1,68.0,68.0,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,PF,87989972,True
ue1_qfi9,2.0,27.5,34.25,38.5,ok,0.0010021620987473428,ok,ue2_qfi9,0,1,4,1005.0000000000003,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,0.993421052631579,152,150.0,ok,,ue1_qfi2,28.25,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.994081278843438,proxy,5,0.9816078662638629,19319984.0,ok,0.004438636363636363,ok,0.35326931818181817,0.032215625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,36.5,ok,,30.2,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,Reservation,87989972,True
ue1_qfi9,2.0,25.5,32.5,36.25,ok,0.0009100636242026292,ok,ue2_qfi9,0,2,4,1018.5,data,ok,2.0,False,,proxy,3,0,,ue2_qfi2,0.993421052631579,152,150.0,ok,,ue1_qfi2,27.098,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9950156992908962,proxy,5,0.9842527418199318,19322374.4,ok,0.003997727272727273,ok,0.3180022727272727,0.0259390625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,34.25,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,TwoTier,87989972,True
ue1_qfi9,2.0,29.0,35.0,38.0,ok,0.0009605451892812685,ok,ue1_qfi85,1,1,1,3302.5,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,30.551,ok,,2,ok,4,,ue1_qfi4,0.4,ok,0.9950824436273494,proxy,5,0.9852267714102382,19259145.6,ok,0.004097727272727273,ok,0.28699545454545455,0.023565625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,36.0,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,PF,161576974,True
ue1_qfi9,2.0,28.5,35.0,38.0,ok,0.0009627862369707425,ok,ue1_qfi85,1,1,1,3302.5,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,29.808,ok,,2,ok,4,,ue1_qfi4,0.4,ok,0.994979124809611,proxy,5,0.983889665481175,19258985.6,ok,0.004718181818181818,ok,0.34180795454545454,0.0285265625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,36.0,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,Reservation,161576974,True
ue1_qfi9,1.75,25.5,31.75,34.75,ok,0.0008737554173873592,ok,ue1_qfi85,1,1,1,3302.5,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,28.284,ok,,2,ok,4,,ue1_qfi4,0.3996673333333333,ok,0.99567772847592,proxy,5,0.9846484182700415,19257054.4,ok,0.004052272727272727,ok,0.30633863636363634,0.0234390625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,33.0,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,TwoTier,161576974,True
ue1_qfi9,1.75,24.25,30.75,33.0,ok,0.0009666725415787877,ok,ue1_qfi85,0,1,1,1693.7500000000005,data,ok,2.0,False,,proxy,3,0,,ue2_qfi2,0.993421052631579,152,150.0,ok,,ue1_qfi2,25.868,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9943864509060146,proxy,5,0.9807089607952678,19326908.8,ok,0.0040318181818181816,ok,0.2812965909090909,0.022384375,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,31.25,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,PF,35492826,True
ue1_qfi9,2.0,25.5,32.0,34.5,ok,0.0010241895306393443,ok,ue1_qfi85,0,1,1,1693.7500000000005,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,26.022,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9951002941492778,proxy,5,0.9838871243374805,19328499.2,ok,0.004497727272727273,ok,0.33942727272727274,0.0282984375,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,32.5,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,Reservation,35492826,True
ue1_qfi9,1.75,21.75,28.5,31.25,ok,0.0008018021236715474,ok,ue1_qfi85,0,1,1,1693.7500000000005,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,24.022,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9965542199295591,proxy,5,0.9899095990648676,19331516.8,ok,0.004106818181818182,ok,0.2995909090909091,0.022371875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,29.5,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,TwoTier,35492826,True
ue1_qfi9,1.75,25.0,31.25,34.0,ok,0.0009017982472669232,ok,ue3_qfi82,0,1,4,1001.5,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,26.698,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.995473159744692,proxy,5,0.9852164337995765,19216244.8,ok,0.004077272727272727,ok,0.2819,0.021746875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,32.25,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,PF,376383645,True
ue1_qfi9,2.0,25.0,32.0,35.5,ok,0.000984905985036618,ok,ue2_qfi9,0,1,4,1000.0000000000002,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,0.993421052631579,152,150.0,ok,,ue1_qfi2,25.863,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9947046769744461,proxy,5,0.9826804904566853,19211641.6,ok,0.004518181818181818,ok,0.3403443181818182,0.0269734375,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,33.5,ok,,30.2,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,Reservation,376383645,True
ue1_qfi9,1.75,22.25,29.5,32.25,ok,0.000855492485551345,ok,ue2_qfi9,0,2,4,1016.2499999999999,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,26.29,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9957511002636151,proxy,5,0.9868009841728241,19215913.6,ok,0.004061363636363636,ok,0.3000693181818182,0.021728125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,30.5,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,TwoTier,376383645,True
ue1_qfi9,2.0,27.5,33.25,36.5,ok,0.0009307252859611891,ok,ue3_qfi82,0,1,4,1001.5,data,ok,2.0,False,,proxy,3,0,,ue2_qfi2,0.993421052631579,152,150.0,ok,,ue1_qfi2,26.496,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9951683293965414,proxy,5,0.9854868155110903,19237041.6,ok,0.003947727272727273,ok,0.2854875,0.0217609375,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,34.5,ok,,30.2,ue2_qfi2,1,67.75,67.75,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,PF,1746484539,True
ue1_qfi9,2.0,27.75,34.0,37.75,ok,0.0009637935979511743,ok,ue2_qfi9,0,2,4,1004.7500000000005,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,27.318,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9943683626935501,proxy,5,0.9826687467578192,19238744.0,ok,0.004445454545454546,ok,0.34208295454545457,0.02753125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,35.75,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,Reservation,1746484539,True
ue1_qfi9,1.75,23.5,30.25,33.25,ok,0.0009070410139308766,ok,ue2_qfi9,0,1,4,1002.9999999999999,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,0.9868421052631579,152,150.0,ok,,ue1_qfi2,25.567,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9953773411208677,proxy,5,0.9855158655394097,19231737.6,ok,0.004061363636363636,ok,0.30376363636363635,0.0218265625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,31.5,ok,,30.0,ue1_qfi2,1,69.75,69.75,30.303,ok,33.0,,pending,,pending,mixed,2,1,4,TwoTier,1746484539,True
ue1_qfi9,2.0,26.75,34.0,37.25,ok,0.0009422938147260517,ok,ue2_qfi9,0,1,4,1000.2499999999999,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,28.613,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9939008227277245,proxy,5,0.9779418272364947,19400310.400000002,ok,0.0039931818181818185,ok,0.2806886363636364,0.022646875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,35.25,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,1,1,4,PF,1826701614,True
ue1_qfi9,2.0,26.5,33.75,38.0,ok,0.0010319921692526486,ok,ue2_qfi9,0,1,4,1000.5000000000001,data,ok,2.0,False,,proxy,3,0,,ue3_qfi2,0.993421052631579,152,150.0,ok,,ue1_qfi2,31.113,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9936512243191183,proxy,5,0.9779390118382083,19397483.2,ok,0.004613636363636364,ok,0.3417272727272727,0.0279375,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,36.0,ok,,30.2,ue3_qfi2,1,70.0,70.0,30.303,ok,33.0,,pending,,pending,mixed,1,1,4,Reservation,1826701614,True
ue1_qfi9,1.75,25.25,32.0,35.25,ok,0.0009051326997871353,ok,ue2_qfi9,0,1,4,1001.2500000000002,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,26.113,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9950421082512835,proxy,5,0.9826495374542097,19401244.8,ok,0.00405,ok,0.2997693181818182,0.022815625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,33.5,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,1,1,4,TwoTier,1826701614,True
ue1_qfi9,1.75,25.0,33.0,38.0,ok,0.0009326703601523251,ok,ue2_qfi9,0,2,4,1001.5,data,ok,2.0,False,,proxy,3,0,,ue2_qfi2,0.993421052631579,152,150.0,ok,,ue1_qfi2,23.696,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9952238028269399,proxy,5,0.9852183353374838,19195728.0,ok,0.004040909090909091,ok,0.2784443181818182,0.0227015625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,36.25,ok,,30.2,ue2_qfi2,1,70.0,70.0,30.303,ok,33.0,,pending,,pending,mixed,1,1,4,PF,1367864806,True
ue1_qfi9,2.0,23.5,30.0,33.75,ok,0.0009083534037687506,ok,ue3_qfi82,0,1,4,1001.5,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,22.593,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9952847099247093,proxy,5,0.9858152637699893,19196214.4,ok,0.004590909090909091,ok,0.3341613636363636,0.0282703125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,31.75,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,1,1,4,Reservation,1367864806,True
ue1_qfi9,1.75,21.5,28.0,31.0,ok,0.0007796423337710199,ok,ue2_qfi9,0,2,4,1002.2499999999997,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,21.771,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9969661780811983,proxy,5,0.990867215735385,19200499.2,ok,0.0040318181818181816,ok,0.29647954545454547,0.022765625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue2_qfi1,29.75,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,1,1,4,TwoTier,1367864806,True
ue1_qfi9,2.0,30.5,36.75,41.25,ok,0.000995652813872497,ok,ue2_qfi9,0,1,4,1000.0000000000002,data,ok,2.0,False,,proxy,3,0,,ue3_qfi2,0.9868421052631579,152,150.0,ok,,ue1_qfi2,33.015,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9943925917818126,proxy,5,0.9810317468481877,19265270.4,ok,0.004029545454545455,ok,0.29447045454545456,0.02445,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,39.25,ok,,30.0,ue3_qfi2,1,68.5,68.5,30.303,ok,33.0,,pending,,pending,mixed,1,1,4,PF,1097657231,True
ue1_qfi9,2.0,28.75,36.75,40.25,ok,0.001005550442610644,ok,ue2_qfi9,0,0,4,1000.0,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,0.9868421052631579,152,150.0,ok,,ue1_qfi2,31.044,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9948222054303706,proxy,5,0.9838973266696329,19262465.6,ok,0.004531818181818182,ok,0.3512284090909091,0.0308140625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,38.25,ok,,30.0,ue1_qfi2,1,81.75,81.75,30.303,ok,33.0,,pending,,pending,mixed,1,1,4,Reservation,1097657231,True
ue1_qfi9,1.75,27.5,34.25,37.5,ok,0.0009152557303643679,ok,ue2_qfi9,0,2,4,1003.2499999999998,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,31.044,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9959591760619653,proxy,5,0.9877280256093712,19272395.2,ok,0.0039545454545454545,ok,0.3140181818181818,0.02439375,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,35.75,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,1,1,4,TwoTier,1097657231,True
ue1_qfi9,1.75,26.25,32.25,35.75,ok,0.000956579414148658,ok,ue2_qfi9,0,2,4,1000.4999999999998,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,29.472,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9948924551142152,proxy,5,0.9835952462369704,19254244.8,ok,0.00395,ok,0.2828045454545455,0.0232125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,34.0,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,1,1,4,PF,579362555,True
ue1_qfi9,2.0,27.5,34.75,39.75,ok,0.0009512814523450425,ok,ue2_qfi9,0,2,4,1000.2499999999999,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,33.278,ok,,3,ok,4,,ue1_qfi4,0.4,ok,0.9957772471760267,proxy,5,0.9878365543294615,19250932.8,ok,0.004511363636363636,ok,0.3394647727272727,0.0288203125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue1_qfi9,37.75,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,mixed,1,1,4,Reservation,579362555,True
