M01.flow,M01.p50,M01.p95,M01.p98,M01.p99,M01.status,M02,M02.status,M03.flow,M03.gap_count_over_t_live,M03.gap_count_over_t_live_over_2,M03.gap_count_over_t_live_over_4,M03.max_gap_ms,M03.role,M03.status,M03.t_live_s,M04.exceeds_threshold,M04.flow,M04.status,M04.threshold_n,M04.worst_consecutive_miss_slots,M05.flow,M05.fraction,M05.frame_count,M05.pdb_ms,M05.status,M06.flow,M06.p95_ms,M06.status,M07.met,M07.status,M07.total,M08.flow,M08.fraction,M08.status,M09.mean,M09.status,M09.windows,M09.worst,M10,M10.status,M11.dl,M11.status,M11.ul,M12,M12.status,M14.flow,M14.fraction,M14.interval_count,M14.pdb_ms,M14.role,M14.status,M14.survival_time_ms,M15.flow,M15.jitter_ms,M15.status,M17.effective_fps,M17.flow,M17.freeze_count,M17.freeze_max_duration_ms,M17.freeze_total_duration_ms,M17.source_fps,M17.status,M17.xr_frame_period_ms,M18,M18.status,M19,M19.status,bg,duty_cycle,inf_scenario,k2_slots,load_mult,mfbr_multiple,min_rb,n_ues,pdb_ms,scheduler,seed,shared_lcg,snr_spread_db,sr_period_slots
ue2_qfi9,6.25,11.0,12.0,12.75,ok,0.0,ok,ue1_qfi1,0,0,0,105.24999999999984,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue1_qfi2,9.776,ok,2,ok,2,ue2_qfi2,0.954992,ok,0.9999959480609727,proxy,5,0.9999925907407672,39727673.6,ok,0.0012568181818181819,ok,0.7362306818181819,0.0285015625,ok,ue1_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue1_qfi1,7.0,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,2.0,,,2,,TwoTier,161576974,,,
ue2_qfi9,5.25,10.0,11.0,11.75,ok,0.0,ok,ue2_qfi1,0,0,0,108.75000000000013,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue1_qfi2,10.032,ok,2,ok,2,ue1_qfi2,0.97102,ok,0.99999478835819,proxy,5,0.9999858198536756,39812760.0,ok,0.0011272727272727272,ok,0.5743943181818182,0.0321328125,ok,ue1_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue2_qfi1,8.75,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,2.0,,,2,,PF,35492826,,,
ue2_qfi9,5.5,10.25,11.25,12.0,ok,0.0,ok,ue2_qfi1,0,0,0,106.7499999999999,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue1_qfi2,10.384,ok,2,ok,2,ue1_qfi2,0.97102,ok,0.9999950832580706,proxy,5,0.999988390271294,39829249.6,ok,0.0013045454545454545,ok,0.6719829545454545,0.045046875,ok,ue1_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue1_qfi2,7.289999999999999,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,2.0,,,2,,Reservation,35492826,,,
ue2_qfi9,6.25,11.0,12.0,12.5,ok,0.0,ok,ue2_qfi1,0,0,0,107.49999999999993,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue2_qfi2,10.24,ok,2,ok,2,ue1_qfi2,0.97102,ok,0.9999937373081164,proxy,5,0.9999900632717341,39838782.4,ok,0.0014272727272727273,ok,0.7415579545454546,0.031009375,ok,ue1_qfi1,0.40816326530612246,49,100.0,data,ok,0.0,ue2_qfi1,7.75,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,2.0,,,2,,TwoTier,35492826,,,
ue1_qfi9,5.25,10.0,11.0,11.75,ok,0.0,ok,ue2_qfi1,0,0,0,106.50000000000004,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue2_qfi2,9.975,ok,2,ok,2,ue1_qfi2,0.968238,ok,0.9999957667894964,proxy,5,0.9999885404140085,39829030.4,ok,0.0011931818181818183,ok,0.5329522727272727,0.0249046875,ok,ue1_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue2_qfi2,7.5729999999999995,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,2.0,,,2,,PF,376383645,,,
ue2_qfi9,5.25,10.0,11.0,11.5,ok,0.0,ok,ue1_qfi1,0,0,0,107.49999999999993,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue2_qfi2,9.5,ok,2,ok,2,ue1_qfi2,0.968238,ok,0.999996368390169,proxy,5,0.9999916179088811,39841236.8,ok,0.0011409090909090909,ok,0.638175,0.0345671875,ok,ue2_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue1_qfi1,7.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,2.0,,,2,,Reservation,376383645,,,
ue2_qfi9,6.0,11.0,12.0,12.5,ok,0.0,ok,ue2_qfi1,0,0,0,106.75000000000034,data,ok,2.0,False,,proxy,3,0,ue2_qfi2,0.993421052631579,152,150.0,ok,ue2_qfi2,9.579,ok,2,ok,2,ue1_qfi2,0.968238,ok,0.999987336962023,proxy,5,0.999976328534869,39843382.4,ok,0.0011522727272727273,ok,0.7085534090909091,0.0241171875,ok,ue1_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue2_qfi1,7.5,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,2.0,,,2,,TwoTier,376383645,,,
ue2_qfi9,5.25,10.0,11.0,11.75,ok,0.0,ok,ue1_qfi1,0,0,0,107.0000000000002,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue1_qfi2,10.21,ok,2,ok,2,ue2_qfi2,0.9788232,ok,0.9999943586463846,proxy,5,0.9999842648390781,39918696.0,ok,0.0011863636363636364,ok,0.5634340909090909,0.029396875,ok,ue2_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue1_qfi1,7.0,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,2.0,,,2,,PF,1746484539,,,
ue1_qfi9,5.5,10.5,11.5,12.25,ok,0.0,ok,ue1_qfi1,0,0,0,105.50000000000014,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue1_qfi2,10.21,ok,2,ok,2,ue2_qfi2,0.9788232,ok,0.9999937569254694,proxy,5,0.9999865279107327,39933120.0,ok,0.0011363636363636363,ok,0.6652681818181818,0.0402328125,ok,ue2_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue1_qfi2,7.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,2.0,,,2,,Reservation,1746484539,,,
ue2_qfi9,6.0,11.0,12.0,12.75,ok,0.0,ok,ue1_qfi1,0,0,0,105.24999999999984,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue2_qfi2,10.75,ok,2,ok,2,ue2_qfi2,0.9788232,ok,0.999993213454862,proxy,5,0.9999827627004575,39942177.6,ok,0.0014340909090909092,ok,0.735484090909091,0.0286625,ok,ue1_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue1_qfi9,7.0,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,2.0,,,2,,TwoTier,1746484539,,,
ue1_qfi9,5.0,9.75,10.75,11.25,ok,0.0,ok,ue1_qfi1,0,0,0,106.25000000000017,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue2_qfi2,10.5,ok,2,ok,2,ue1_qfi2,0.9727412,ok,0.999994417147023,proxy,5,0.9999867416792665,31893377.6,ok,0.0010181818181818183,ok,0.4281897727272727,0.0231046875,ok,ue2_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue2_qfi2,7.4239999999999995,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,PF,1826701614,,,
ue1_qfi9,5.0,9.75,10.75,11.25,ok,0.0,ok,ue2_qfi1,0,0,0,107.5,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue2_qfi2,11.0,ok,2,ok,2,ue1_qfi2,0.9727412,ok,0.9999945090765499,proxy,5,0.9999860957622895,31884443.2,ok,0.0010795454545454546,ok,0.5391318181818182,0.030934375,ok,ue1_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue1_qfi2,7.655,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,Reservation,1826701614,,,
ue2_qfi9,5.5,10.5,11.5,12.25,ok,0.0,ok,ue2_qfi1,0,0,0,108.24999999999996,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue2_qfi2,10.345,ok,2,ok,2,ue1_qfi2,0.9727412,ok,0.999993337669529,proxy,5,0.9999868778864474,31897848.0,ok,0.0010136363636363637,ok,0.6295,0.0221875,ok,ue1_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue2_qfi1,8.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,TwoTier,1826701614,,,
ue1_qfi9,5.0,9.75,10.75,11.5,ok,0.0,ok,ue1_qfi1,0,0,0,106.25000000000017,data,ok,2.0,False,,proxy,3,0,ue2_qfi2,0.993421052631579,152,150.0,ok,ue1_qfi2,10.303,ok,2,ok,2,ue1_qfi2,0.9724836,ok,0.9999873506043258,proxy,5,0.9999786323462034,31843393.6,ok,0.00105,ok,0.44599545454545453,0.0265390625,ok,ue1_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue2_qfi2,7.423000000000001,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,PF,1367864806,,,
ue2_qfi9,5.0,10.0,11.25,12.0,ok,0.0,ok,ue2_qfi1,0,0,0,106.25000000000017,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue1_qfi2,10.675,ok,2,ok,2,ue1_qfi2,0.9724836,ok,0.9999943636193539,proxy,5,0.9999876617509798,31847049.6,ok,0.001209090909090909,ok,0.5559602272727273,0.035659375,ok,ue1_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue1_qfi2,7.869000000000001,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,Reservation,1367864806,,,
ue2_qfi9,5.75,10.75,12.0,12.5,ok,0.0,ok,ue2_qfi1,0,0,0,108.75000000000013,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue1_qfi2,10.75,ok,2,ok,2,ue1_qfi2,0.9724836,ok,0.999992318567358,proxy,5,0.9999856334359709,31851723.2,ok,0.0011045454545454546,ok,0.6434056818181818,0.02525625,ok,ue1_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue2_qfi1,8.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,TwoTier,1367864806,,,
ue2_qfi9,5.25,10.5,11.5,12.25,ok,0.0,ok,ue1_qfi1,0,0,0,107.25,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue2_qfi2,11.0,ok,2,ok,2,ue2_qfi2,0.9756876,ok,0.9999935798609304,proxy,5,0.9999875275038095,31881086.4,ok,0.0012454545454545455,ok,0.5049943181818182,0.03276875,ok,ue1_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue2_qfi2,7.516,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,PF,1097657231,,,
ue2_qfi9,5.5,10.75,11.75,12.5,ok,0.0,ok,ue2_qfi1,0,0,0,106.25000000000017,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue1_qfi2,11.1,ok,2,ok,2,ue2_qfi2,0.9756876,ok,0.9999953995762532,proxy,5,0.9999902959097808,31875182.4,ok,0.0013068181818181818,ok,0.6095579545454546,0.043925,ok,ue2_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue1_qfi2,7.464,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,Reservation,1097657231,,,
ue2_qfi9,6.0,11.25,12.5,13.0,ok,0.0,ok,ue1_qfi1,0,0,0,107.75000000000023,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue1_qfi2,10.658,ok,2,ok,2,ue2_qfi2,0.9756876,ok,0.9999926936206217,proxy,5,0.9999863889127709,31876059.2,ok,0.0015522727272727272,ok,0.6921954545454545,0.0314859375,ok,ue1_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue2_qfi1,7.75,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,TwoTier,1097657231,,,
ue2_qfi9,5.25,10.25,11.25,11.75,ok,0.0,ok,ue2_qfi1,0,0,0,106.50000000000004,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue2_qfi2,10.277,ok,2,ok,2,ue1_qfi2,0.9855592,ok,0.9999940384749163,proxy,5,0.999987362732178,31978329.599999998,ok,0.0011045454545454546,ok,0.43916704545454543,0.0247171875,ok,ue1_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue2_qfi2,7.354999999999999,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,PF,579362555,,,
ue2_qfi9,5.5,10.5,11.5,12.25,ok,0.0,ok,ue2_qfi1,0,0,0,105.25,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue2_qfi2,10.361,ok,2,ok,2,ue1_qfi2,0.9855592,ok,0.9999944206715901,proxy,5,0.9999878732094617,31973785.6,ok,0.0011136363636363637,ok,0.550275,0.033075,ok,ue1_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue2_qfi2,7.138,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,Reservation,579362555,,,
ue2_qfi9,6.0,11.0,12.0,12.75,ok,0.0,ok,ue1_qfi1,0,0,0,105.5,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue1_qfi2,10.5,ok,2,ok,2,ue1_qfi2,0.9854392,ok,0.999991847004663,proxy,5,0.9999847795217552,31979395.2,ok,0.0012818181818181817,ok,0.6366909090909091,0.0234953125,ok,ue1_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue1_qfi2,7.691,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,TwoTier,579362555,,,
ue2_qfi9,5.0,10.0,10.75,11.5,ok,0.0,ok,ue2_qfi1,0,0,0,106.50000000000004,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue2_qfi2,11.235,ok,2,ok,2,ue1_qfi2,0.9783304,ok,0.9999936724576752,proxy,5,0.99998386283259,31901510.4,ok,0.001043181818181818,ok,0.4401431818181818,0.0245515625,ok,ue2_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue2_qfi2,7.606,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,PF,661058651,,,
ue2_qfi9,5.25,10.0,11.0,11.75,ok,0.0,ok,ue2_qfi1,0,0,0,107.25000000000007,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue2_qfi2,11.235,ok,2,ok,2,ue1_qfi2,0.9783304,ok,0.9999953164733546,proxy,5,0.9999887879791566,31893771.200000003,ok,0.0011136363636363637,ok,0.5499852272727273,0.0333890625,ok,ue1_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue2_qfi2,7.835999999999999,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,Reservation,661058651,,,
ue2_qfi9,5.75,10.75,11.75,12.5,ok,0.0,ok,ue1_qfi1,0,0,0,105.25,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue1_qfi2,10.761,ok,2,ok,2,ue1_qfi2,0.9783304,ok,0.9999893686413482,proxy,5,0.99997793727797,31897467.2,ok,0.001075,ok,0.6404375,0.0235375,ok,ue1_qfi1,0.5102040816326531,49,100.0,data,ok,0.0,ue1_qfi2,7.597,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,TwoTier,661058651,,,
ue2_qfi9,5.0,9.75,10.75,11.25,ok,0.0,ok,ue1_qfi1,0,0,0,106.25000000000017,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue2_qfi2,10.451,ok,2,ok,2,ue2_qfi2,0.9670215999999999,ok,0.9999951208002521,proxy,5,0.9999885029806351,31825627.2,ok,0.001118181818181818,ok,0.43775909090909093,0.023328125,ok,ue1_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue2_qfi2,7.275,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,PF,87989972,,,
ue2_qfi9,5.0,10.0,11.0,11.75,ok,0.0,ok,ue1_qfi1,0,0,0,106.00000000000031,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue2_qfi2,10.702,ok,2,ok,2,ue2_qfi2,0.9670215999999999,ok,0.9999888207905505,proxy,5,0.9999809619007171,31824816.0,ok,0.0010613636363636363,ok,0.5447818181818181,0.0318296875,ok,ue1_qfi1,0.5102040816326531,49,100.0,data,ok,0.0,ue2_qfi2,7.459,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,Reservation,87989972,,,
ue2_qfi9,5.75,10.75,11.75,12.25,ok,0.0,ok,ue2_qfi1,0,0,0,107.0,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue2_qfi2,10.37,ok,2,ok,2,ue2_qfi2,0.9670215999999999,ok,0.9999918715716752,proxy,5,0.9999871951093621,31822668.8,ok,0.00115,ok,0.6386568181818182,0.022534375,ok,ue1_qfi1,0.5102040816326531,49,100.0,data,ok,0.0,ue2_qfi1,7.5,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,TwoTier,87989972,,,
ue1_qfi9,5.25,10.0,11.0,11.75,ok,0.0,ok,ue1_qfi1,0,0,0,107.25,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue2_qfi2,10.5,ok,2,ok,2,ue2_qfi2,0.9661724,ok,0.9999954482515335,proxy,5,0.9999898663413481,31783969.599999998,ok,0.001125,ok,0.45741363636363636,0.02751875,ok,ue2_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue1_qfi1,7.5,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,PF,161576974,,,
ue1_qfi9,5.25,10.0,11.0,11.75,ok,0.0,ok,ue1_qfi1,0,0,0,107.50000000000037,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,0.993421052631579,152,150.0,ok,ue2_qfi2,10.5,ok,2,ok,2,ue1_qfi2,0.965454,ok,0.9999910866308468,proxy,5,0.9999841388375782,31773984.0,ok,0.0011636363636363637,ok,0.5659431818181818,0.0370890625,ok,ue2_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue2_qfi2,7.577999999999999,ok,30.2,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,Reservation,161576974,,,
ue2_qfi9,5.75,10.75,12.0,12.75,ok,0.0,ok,ue2_qfi1,0,0,0,105.99999999999987,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue2_qfi2,10.5,ok,2,ok,2,ue2_qfi2,0.9661724,ok,0.9999933851913563,proxy,5,0.9999866406333958,31777659.2,ok,0.0010931818181818182,ok,0.6554159090909091,0.026440625,ok,ue1_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue2_qfi1,8.75,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,TwoTier,161576974,,,
ue1_qfi9,5.25,10.25,11.25,12.0,ok,0.0,ok,ue1_qfi1,0,0,0,105.75000000000001,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue1_qfi2,10.678,ok,2,ok,2,ue2_qfi2,0.97472,ok,0.9999946935447397,proxy,5,0.9999870214998492,31859608.0,ok,0.0011954545454545456,ok,0.46939545454545456,0.02794375,ok,ue1_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue1_qfi2,6.888000000000001,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,PF,35492826,,,
ue1_qfi9,5.5,10.5,11.5,12.0,ok,0.0,ok,ue1_qfi1,0,0,0,106.50000000000004,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue1_qfi2,11.178,ok,2,ok,2,ue2_qfi2,0.97472,ok,0.9999915156519652,proxy,5,0.9999861610981953,31871011.2,ok,0.0011681818181818182,ok,0.5786011363636364,0.0374265625,ok,ue1_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue1_qfi2,7.024,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,Reservation,35492826,,,
ue2_qfi9,5.75,11.0,12.0,12.5,ok,0.0,ok,ue1_qfi1,0,0,0,107.75000000000023,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue1_qfi2,10.589,ok,2,ok,2,ue2_qfi2,0.97472,ok,0.9999910516945045,proxy,5,0.9999845275507696,31866409.6,ok,0.0013272727272727273,ok,0.6649772727272727,0.026775,ok,ue1_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue1_qfi1,7.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,TwoTier,35492826,,,
ue1_qfi9,4.75,9.75,10.75,11.25,ok,0.0,ok,ue2_qfi1,0,0,0,106.50000000000004,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue1_qfi2,10.5,ok,2,ok,2,ue2_qfi2,0.9693984,ok,0.9999943896408887,proxy,5,0.9999871682250783,31896116.8,ok,0.0010931818181818182,ok,0.4301375,0.022290625,ok,ue1_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue1_qfi2,7.2170000000000005,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,PF,376383645,,,
ue1_qfi9,5.0,9.75,10.75,11.25,ok,0.0,ok,ue2_qfi1,0,0,0,106.00000000000031,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue2_qfi2,10.619,ok,2,ok,2,ue2_qfi2,0.9693984,ok,0.9999934266988202,proxy,5,0.9999867318271884,31889465.6,ok,0.0010818181818181818,ok,0.5410443181818182,0.0302578125,ok,ue1_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue2_qfi2,7.664000000000001,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,Reservation,376383645,,,
ue2_qfi9,5.75,10.5,11.75,12.5,ok,0.0,ok,ue1_qfi1,0,0,0,108.99999999999999,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,0.993421052631579,152,150.0,ok,ue1_qfi2,10.69,ok,2,ok,2,ue2_qfi2,0.96835,ok,0.9999909423725775,proxy,5,0.9999865122897821,31889396.8,ok,0.001125,ok,0.6290465909090909,0.0213453125,ok,ue1_qfi1,0.5102040816326531,49,100.0,data,ok,0.0,ue1_qfi1,8.5,ok,30.2,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,TwoTier,376383645,,,
ue1_qfi9,5.0,9.75,10.75,11.25,ok,0.0,ok,ue1_qfi1,0,0,0,106.50000000000004,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue1_qfi2,10.431,ok,2,ok,2,ue2_qfi2,0.977248,ok,0.9999945290005904,proxy,5,0.999985628711234,31881424.0,ok,0.001134090909090909,ok,0.4621284090909091,0.0268703125,ok,ue1_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue1_qfi2,7.096,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,PF,1746484539,,,
ue1_qfi9,5.25,10.0,11.0,11.75,ok,0.0,ok,ue1_qfi1,0,0,0,107.75000000000023,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue1_qfi2,10.943,ok,2,ok,2,ue2_qfi2,0.977248,ok,0.9999936434993304,proxy,5,0.9999869852399321,31879000.0,ok,0.0011022727272727273,ok,0.5678545454545455,0.0363609375,ok,ue1_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue1_qfi1,7.5,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,Reservation,1746484539,,,
ue2_qfi9,5.75,11.0,12.0,12.5,ok,0.0,ok,ue1_qfi1,0,0,0,107.75,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue2_qfi2,10.693,ok,2,ok,2,ue2_qfi2,0.977248,ok,0.9999940823473953,proxy,5,0.9999874357401984,31878760.0,ok,0.0012704545454545455,ok,0.6560727272727273,0.02570625,ok,ue1_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue1_qfi2,7.656000000000001,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,1.5,,,2,,TwoTier,1746484539,,,
ue1_qfi9,6.25,12.75,16.25,19.25,ok,0.0,ok,ue1_qfi1,0,0,0,104.24999999999996,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue1_qfi2,8.158,ok,2,ok,2,ue1_qfi2,0.972362,ok,0.9999933972328572,proxy,5,0.9999868717691553,55830108.8,ok,0.0012,ok,0.7419886363636363,0.031459375,ok,ue1_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue1_qfi9,13.0,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,,,,,3.0,,,2,,PF,1826701614,,,
