M01.flow,M01.p50,M01.p95,M01.p98,M01.p99,M01.status,M02,M02.status,M03.flow,M03.gap_count_over_t_live,M03.gap_count_over_t_live_over_2,M03.gap_count_over_t_live_over_4,M03.max_gap_ms,M03.median_gap_ms,M03.role,M03.status,M03.t_live_s,M04.exceeds_threshold,M04.flow,M04.status,M04.threshold_n,M04.worst_consecutive_miss_slots,M05.flow,M05.fraction,M05.frame_count,M05.pdb_ms,M05.status,M06.flow,M06.p95_ms,M06.status,M07.met,M07.status,M07.total,M08.flow,M08.fraction,M08.status,M09.mean,M09.status,M09.windows,M09.worst,M10,M10.status,M11.dl,M11.status,M11.ul,M12,M12.status,M14.flow,M14.fraction,M14.interval_count,M14.pdb_ms,M14.role,M14.status,M14.survival_time_ms,M15.flow,M15.jitter_ms,M15.status,M17,M17.effective_fps,M17.flow,M17.freeze_count,M17.freeze_max_duration_ms,M17.freeze_total_duration_ms,M17.source_fps,M17.status,M17.xr_frame_period_ms,M18,M18.status,M19,M19.status,M20.excluded_5qi,M20.flow,M20.gap_count_over_t_live,M20.gap_count_over_t_live_over_2,M20.gap_count_over_t_live_over_4,M20.max_gap_ms,M20.median_gap_ms,M20.role,M20.status,M20.t_live_s,duty_cycle,load_mult,n_ues,scheduler,seed,snr_spread_db
ue7_qfi9,293.75,299.75,300.0,300.25,ok,0.15157707056748054,ok,ue5_qfi1,0,0,0,231.25,200.25000000000009,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,0.9868421052631579,76,150.0,ok,ue7_qfi2,42.394,ok,8,ok,8,ue4_qfi2,0.958982,ok,0.9792221597474102,proxy,5,0.9752799422328766,65788942.4,ok,0.004018181818181818,ok,0.9330375,0.1190765625,ok,ue1_qfi1,0.0,24,100.0,data,ok,0.0,ue8_qfi1,52.5,ok,,15.0,ue1_qfi2,1,133.25,133.25,15.152,ok,66.0,,pending,,pending,"[8, 9]",ue5_qfi1,0,0,0,231.25,200.25000000000009,data,ok,2.0,0.5,0.75,8,Reservation,161576974,
ue2_qfi9,295.25,299.75,300.0,300.25,ok,0.144115582662642,ok,ue2_qfi1,0,0,0,397.49999999999994,199.50000000000045,data,ok,2.0,False,,proxy,3,0,ue2_qfi2,0.9868421052631579,76,150.0,ok,ue2_qfi2,73.687,ok,8,ok,8,ue6_qfi2,0.9531075999999999,ok,0.9681372043859545,proxy,5,0.955466469167826,66461884.8,ok,0.004493181818181818,ok,0.9332227272727273,0.0366453125,ok,ue1_qfi1,0.0,24,100.0,data,ok,0.0,ue8_qfi9,183.75,ok,,15.2,ue3_qfi2,1,154.75,154.75,15.152,ok,66.0,,pending,,pending,"[8, 9]",ue2_qfi1,0,0,0,397.49999999999994,199.50000000000045,data,ok,2.0,0.5,0.75,8,TwoTier,161576974,
ue7_qfi9,292.0,299.25,299.75,300.0,ok,0.13980833475121204,ok,ue5_qfi1,0,0,0,243.75,199.125,data,ok,2.0,False,,proxy,3,0,ue5_qfi2,0.9868421052631579,76,150.0,ok,ue5_qfi2,46.944,ok,8,ok,8,ue3_qfi2,0.9571848000000001,ok,0.9769102786980067,proxy,5,0.9704172949882875,66291515.2,ok,0.004254545454545454,ok,0.9346329545454546,0.037853125,ok,ue1_qfi1,0.0,24,100.0,data,ok,0.0,ue8_qfi9,120.25,ok,,15.0,ue5_qfi2,1,135.75,135.75,15.152,ok,66.0,,pending,,pending,"[8, 9]",ue5_qfi1,0,0,0,243.75,199.125,data,ok,2.0,0.5,0.75,8,PF,35492826,
ue7_qfi9,284.0,298.75,299.75,300.0,ok,0.1711140047537823,ok,ue4_qfi1,0,0,0,232.75,199.99999999999974,data,ok,2.0,False,,proxy,3,0,ue8_qfi2,0.0,74,150.0,ok,ue6_qfi2,38.544,ok,7,ok,8,ue8_qfi2,0.0,ok,0.8996334872555464,proxy,5,0.8968451208713331,64203801.6,ok,0.004275,ok,0.9335454545454546,0.101603125,ok,ue1_qfi1,0.0,24,100.0,data,ok,0.0,ue2_qfi9,216.0,ok,,14.8,ue5_qfi2,2,136.0,271.25,15.152,ok,66.0,,pending,,pending,"[8, 9]",ue4_qfi1,0,0,0,232.75,199.99999999999974,data,ok,2.0,0.5,0.75,8,Reservation,35492826,
ue7_qfi9,235.0,298.75,299.5,300.0,ok,0.16542877703855696,ok,ue1_qfi1,0,0,1,584.5000000000002,200.87500000000014,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.8947368421052632,76,150.0,ok,ue1_qfi2,82.835,ok,5,ok,8,ue7_qfi2,0.8716748000000001,ok,0.9490701500723946,proxy,5,0.8942581260576524,64316540.8,ok,0.004227272727272727,ok,0.9339818181818181,0.037790625,ok,ue1_qfi1,0.0,22,100.0,data,ok,0.0,ue3_qfi9,176.75,ok,,15.2,ue1_qfi2,0,0.0,0.0,15.152,ok,66.0,,pending,,pending,"[8, 9]",ue1_qfi1,0,0,1,584.5000000000002,200.87500000000014,data,ok,2.0,0.5,0.75,8,TwoTier,35492826,
ue7_qfi9,290.0,299.0,299.75,300.0,ok,0.11507382718613685,ok,ue7_qfi1,0,0,0,231.25,199.37499999999963,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,76,150.0,ok,ue2_qfi2,47.498,ok,8,ok,8,ue8_qfi2,0.9591948,ok,0.985265414844098,proxy,5,0.9818744770940958,68149702.4,ok,0.004409090909090909,ok,0.9351931818181818,0.0362703125,ok,ue1_qfi1,0.0,24,100.0,data,ok,0.0,ue8_qfi9,257.75,ok,,15.2,ue1_qfi2,0,0.0,0.0,15.152,ok,66.0,,pending,,pending,"[8, 9]",ue7_qfi1,0,0,0,231.25,199.37499999999963,data,ok,2.0,0.5,0.75,8,PF,376383645,
ue7_qfi9,228.75,298.0,299.25,299.75,ok,0.14559944929122756,ok,ue2_qfi1,0,0,0,227.5,200.5000000000001,data,ok,2.0,False,,proxy,3,0,ue8_qfi2,0.0,74,150.0,ok,ue7_qfi2,38.938,ok,7,ok,8,ue8_qfi2,0.0,ok,0.9030117728877087,proxy,5,0.9014109311882464,65891635.199999996,ok,0.004431818181818182,ok,0.9338022727272727,0.094834375,ok,ue1_qfi1,0.0,24,100.0,data,ok,0.0,ue1_qfi9,253.5,ok,,15.2,ue1_qfi2,0,0.0,0.0,15.152,ok,66.0,,pending,,pending,"[8, 9]",ue2_qfi1,0,0,0,227.5,200.5000000000001,data,ok,2.0,0.5,0.75,8,Reservation,376383645,
ue7_qfi9,276.25,299.0,299.75,300.0,ok,0.1298864865275938,ok,ue2_qfi1,0,0,0,403.00000000000045,198.99999999999994,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,76,150.0,ok,ue2_qfi2,64.494,ok,8,ok,8,ue8_qfi2,0.9591948,ok,0.9765469475530534,proxy,5,0.9719960052004337,67454542.4,ok,0.004102272727272727,ok,0.9337920454545454,0.0351015625,ok,ue1_qfi1,0.0,24,100.0,data,ok,0.0,ue8_qfi9,137.75,ok,,15.2,ue4_qfi2,1,138.75,138.75,15.152,ok,66.0,,pending,,pending,"[8, 9]",ue2_qfi1,0,0,0,403.00000000000045,198.99999999999994,data,ok,2.0,0.5,0.75,8,TwoTier,376383645,
ue8_qfi9,290.5,299.25,299.75,300.0,ok,0.12492320883008283,ok,ue6_qfi1,0,0,0,233.5,199.37500000000003,data,ok,2.0,False,,proxy,3,0,ue8_qfi2,0.9868421052631579,76,150.0,ok,ue2_qfi2,50.494,ok,8,ok,8,ue4_qfi2,0.954868,ok,0.9816798387330612,proxy,5,0.9746351209774632,67471225.6,ok,0.004940909090909091,ok,0.9338590909090909,0.0376046875,ok,ue1_qfi1,0.0,24,100.0,data,ok,0.0,ue3_qfi9,80.5,ok,,15.2,ue1_qfi2,0,0.0,0.0,15.152,ok,66.0,,pending,,pending,"[8, 9]",ue6_qfi1,0,0,0,233.5,199.37500000000003,data,ok,2.0,0.5,0.75,8,PF,1746484539,
ue8_qfi9,292.25,299.75,300.0,300.25,ok,0.14626651855037168,ok,ue4_qfi1,0,0,0,231.5,200.24999999999983,data,ok,2.0,False,,proxy,3,0,ue3_qfi2,0.9868421052631579,76,150.0,ok,ue5_qfi2,41.254,ok,8,ok,8,ue4_qfi2,0.954868,ok,0.980366810474476,proxy,5,0.9727275882034686,66121966.4,ok,0.0041818181818181815,ok,0.9321579545454546,0.1200609375,ok,ue1_qfi1,0.0,24,100.0,data,ok,0.0,ue8_qfi1,47.25,ok,,15.0,ue5_qfi2,1,142.5,142.5,15.152,ok,66.0,,pending,,pending,"[8, 9]",ue4_qfi1,0,0,0,231.5,200.24999999999983,data,ok,2.0,0.5,0.75,8,Reservation,1746484539,
ue2_qfi9,153.75,299.75,300.0,300.25,ok,0.13984746735156622,ok,ue2_qfi1,0,0,0,482.49999999999994,203.25000000000009,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.9868421052631579,76,150.0,ok,ue2_qfi2,93.922,ok,8,ok,8,ue4_qfi2,0.954868,ok,0.9611001788904174,proxy,5,0.9533860820324301,66730059.2,ok,0.004506818181818182,ok,0.9340397727272727,0.03714375,ok,ue1_qfi1,0.0,23,100.0,data,ok,0.0,ue6_qfi9,166.5,ok,,15.2,ue1_qfi2,1,155.75,155.75,15.152,ok,66.0,,pending,,pending,"[8, 9]",ue2_qfi1,0,0,0,482.49999999999994,203.25000000000009,data,ok,2.0,0.5,0.75,8,TwoTier,1746484539,
ue5_qfi9,296.0,300.0,300.25,300.25,ok,0.284243627370687,ok,ue2_qfi1,1,1,2,3050.5,2022.125,data,ok,2.0,False,,proxy,3,0,ue4_qfi2,0.3125,16,150.0,ok,ue3_qfi2,149.073,ok,1,ok,8,ue5_qfi2,0.847092,ok,0.9183512368959915,proxy,5,0.8695010265234098,66097932.800000004,ok,0.0055636363636363635,ok,0.9310681818181819,0.0362890625,ok,ue1_qfi1,0.0,3,100.0,data,ok,0.0,ue6_qfi2,81.17099999999999,ok,,1.2,ue7_qfi2,4,1579.25,4551.25,3.03,ok,330.0,,pending,,pending,"[8, 9]",ue2_qfi1,1,1,2,3050.5,2022.125,data,ok,2.0,0.1,1.0,8,PF,1826701614,
ue8_qfi9,293.25,300.0,300.25,300.25,ok,0.3077478177808265,ok,ue5_qfi1,1,2,3,2016.75,1070.9999999999998,data,ok,2.0,False,,proxy,3,0,ue5_qfi2,0.5333333333333333,15,150.0,ok,ue7_qfi2,149.373,ok,1,ok,8,ue8_qfi2,0.7650568000000001,ok,0.8883752619705593,proxy,5,0.8071049004590006,64553273.6,ok,0.005468181818181818,ok,0.9292102272727273,0.115225,ok,ue1_qfi1,0.0,3,100.0,data,ok,0.0,ue2_qfi2,94.88799999999999,ok,,1.6,ue5_qfi2,3,1308.5,3284.0,3.03,ok,330.0,,pending,,pending,"[8, 9]",ue5_qfi1,1,2,3,2016.75,1070.9999999999998,data,ok,2.0,0.1,1.0,8,Reservation,1826701614,
ue6_qfi9,261.75,299.75,300.0,300.25,ok,0.3038404161975179,ok,ue1_qfi1,1,1,2,3088.25,2027.3750000000002,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,0.25,16,150.0,ok,ue3_qfi2,150.014,ok,0,ok,8,ue6_qfi2,0.7577672,ok,0.8791792377751723,proxy,5,0.7937822850893745,64443257.6,ok,0.005720454545454545,ok,0.9304704545454545,0.0357421875,ok,ue1_qfi1,0.0,2,100.0,data,ok,0.0,ue4_qfi2,85.249,ok,,1.6,ue2_qfi2,3,2009.75,3619.5,3.03,ok,330.0,,pending,,pending,"[8, 9]",ue1_qfi1,1,1,2,3088.25,2027.3750000000002,data,ok,2.0,0.1,1.0,8,TwoTier,1826701614,
ue8_qfi9,291.25,299.75,300.0,300.25,ok,0.26933906701868243,ok,ue1_qfi1,1,2,2,3022.75,2047.4999999999998,data,ok,2.0,False,,proxy,3,0,ue8_qfi2,0.3125,16,150.0,ok,ue5_qfi2,150.125,ok,1,ok,8,ue1_qfi2,0.8672568,ok,0.9296343236981459,proxy,5,0.9013654907936726,67579252.8,ok,0.00545,ok,0.9315738636363636,0.034796875,ok,ue1_qfi1,0.0,2,100.0,data,ok,0.0,ue2_qfi2,80.439,ok,,1.4,ue7_qfi2,3,1360.0,3014.5,3.03,ok,330.0,,pending,,pending,"[8, 9]",ue1_qfi1,1,2,2,3022.75,2047.4999999999998,data,ok,2.0,0.1,1.0,8,PF,1367864806,
ue8_qfi9,293.25,300.0,300.25,300.25,ok,0.29253945601960124,ok,ue8_qfi1,0,1,1,1988.2500000000002,1988.2500000000002,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.4666666666666667,15,150.0,ok,ue2_qfi2,150.143,ok,1,ok,8,ue6_qfi2,0.682352,ok,0.9021473599215295,proxy,5,0.8011619578350345,66116329.6,ok,0.005406818181818182,ok,0.9313,0.1090765625,ok,ue1_qfi1,0.0,4,100.0,data,ok,0.0,ue4_qfi2,98.30100000000002,ok,,2.4,ue2_qfi2,3,957.5,2310.0,3.03,ok,330.0,,pending,,pending,"[8, 9]",ue8_qfi1,0,1,1,1988.2500000000002,1988.2500000000002,data,ok,2.0,0.1,1.0,8,Reservation,1367864806,
ue8_qfi9,295.5,299.75,300.0,300.25,ok,0.2895967111387177,ok,ue1_qfi1,1,2,2,2973.4999999999995,2032.0,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,0.3125,16,150.0,ok,ue3_qfi2,149.25,ok,0,ok,8,ue6_qfi2,0.7783876,ok,0.8942898374852616,proxy,5,0.796661937321075,65909369.6,ok,0.005386363636363636,ok,0.9315340909090909,0.0346234375,ok,ue1_qfi1,0.0,2,100.0,data,ok,0.0,ue2_qfi9,165.75,ok,,1.2,ue8_qfi2,4,1223.25,3887.75,3.03,ok,330.0,,pending,,pending,"[8, 9]",ue1_qfi1,1,2,2,2973.4999999999995,2032.0,data,ok,2.0,0.1,1.0,8,TwoTier,1367864806,
ue8_qfi9,293.0,299.75,300.0,300.25,ok,0.3049454571569498,ok,ue8_qfi1,1,2,3,2074.5,1017.7500000000003,data,ok,2.0,False,,proxy,3,0,ue7_qfi2,0.0625,16,150.0,ok,ue5_qfi2,149.165,ok,1,ok,8,ue7_qfi2,0.8083048,ok,0.8973162957565968,proxy,5,0.8336044383290306,64621993.6,ok,0.005654545454545455,ok,0.9320863636363637,0.0382640625,ok,ue1_qfi1,0.0,4,100.0,data,ok,0.0,ue4_qfi2,79.247,ok,,2.0,ue5_qfi2,3,1324.5,2982.5,3.03,ok,330.0,,pending,,pending,"[8, 9]",ue8_qfi1,1,2,3,2074.5,1017.7500000000003,data,ok,2.0,0.1,1.0,8,PF,1097657231,
ue7_qfi9,285.5,299.5,300.0,300.0,ok,0.31001343438761275,ok,ue4_qfi1,0,2,4,1072.0,1004.5000000000002,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.0,15,150.0,ok,ue3_qfi2,149.044,ok,6,ok,8,ue6_qfi2,0.0,ok,0.7965307756572415,proxy,5,0.7697661948908364,63844974.4,ok,0.005556818181818182,ok,0.9323681818181818,0.100171875,ok,ue1_qfi1,0.0,4,100.0,data,ok,0.0,ue1_qfi9,181.0,ok,,2.8,ue7_qfi2,1,687.0,687.0,3.03,ok,330.0,,pending,,pending,"[8, 9]",ue4_qfi1,0,2,4,1072.0,1004.5000000000002,data,ok,2.0,0.1,1.0,8,Reservation,1097657231,
ue7_qfi9,299.0,300.25,300.25,300.25,ok,0.35499526623418287,ok,ue3_qfi1,0,2,4,1042.5,998.0000000000001,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.0625,16,150.0,ok,ue3_qfi2,146.815,ok,4,ok,8,ue7_qfi2,0.030114400000000003,ok,0.7291059451743941,proxy,5,0.7112312135664157,60068176.0,ok,0.005856818181818182,ok,0.9315215909090909,0.037278125,ok,ue1_qfi1,0.0,4,100.0,data,ok,0.0,ue2_qfi9,150.0,ok,,2.8,ue5_qfi2,1,674.75,674.75,3.03,ok,330.0,,pending,,pending,"[8, 9]",ue3_qfi1,0,2,4,1042.5,998.0000000000001,data,ok,2.0,0.1,1.0,8,TwoTier,1097657231,
ue7_qfi9,292.75,299.75,300.0,300.25,ok,0.24617910805923648,ok,ue8_qfi1,1,2,2,2974.2500000000005,2023.5000000000002,data,ok,2.0,False,,proxy,3,0,ue4_qfi2,0.3125,16,150.0,ok,ue1_qfi2,150.105,ok,2,ok,8,ue4_qfi2,0.8871424,ok,0.939325381495751,proxy,5,0.9068229581061844,69792985.6,ok,0.005225,ok,0.9318022727272727,0.03361875,ok,ue1_qfi1,0.0,4,100.0,data,ok,0.0,ue3_qfi2,81.92,ok,,1.8,ue5_qfi2,3,1010.5,3006.25,3.03,ok,330.0,,pending,,pending,"[8, 9]",ue8_qfi1,1,2,2,2974.2500000000005,2023.5000000000002,data,ok,2.0,0.1,1.0,8,PF,579362555,
ue4_qfi9,249.5,297.25,299.25,299.75,ok,0.2526804338374203,ok,ue1_qfi1,0,2,4,1091.25,997.2500000000002,data,ok,2.0,False,,proxy,3,0,ue7_qfi2,0.0,15,150.0,ok,ue3_qfi2,146.126,ok,6,ok,8,ue7_qfi2,0.0,ok,0.8011435593424961,proxy,5,0.7714780861084601,69478809.6,ok,0.005609090909090909,ok,0.9330806818181818,0.0841,ok,ue1_qfi1,0.0,4,100.0,data,ok,0.0,ue3_qfi9,190.5,ok,,2.8,ue6_qfi2,1,699.5,699.5,3.03,ok,330.0,,pending,,pending,"[8, 9]",ue1_qfi1,0,2,4,1091.25,997.2500000000002,data,ok,2.0,0.1,1.0,8,Reservation,579362555,
ue8_qfi9,292.0,299.75,300.0,300.25,ok,0.2940171051706603,ok,ue6_qfi1,0,1,1,1065.0,1065.0,data,ok,2.0,False,,proxy,3,0,ue7_qfi2,0.25,16,150.0,ok,ue6_qfi2,149.842,ok,4,ok,8,ue8_qfi2,0.4859496,ok,0.8375845937069272,proxy,5,0.7117278879373091,65488696.0,ok,0.005688636363636364,ok,0.9314943181818182,0.034071875,ok,ue1_qfi1,0.0,4,100.0,data,ok,0.0,ue1_qfi9,238.5,ok,,2.0,ue1_qfi2,2,1878.25,2588.5,3.03,ok,330.0,,pending,,pending,"[8, 9]",ue6_qfi1,0,1,1,1065.0,1065.0,data,ok,2.0,0.1,1.0,8,TwoTier,579362555,
ue4_qfi9,290.0,299.5,300.0,300.25,ok,0.25197241384598656,ok,ue3_qfi1,1,2,3,2068.5,1029.0,data,ok,2.0,False,,proxy,3,0,ue3_qfi2,0.3125,16,150.0,ok,ue2_qfi2,150.046,ok,1,ok,8,ue3_qfi2,0.8600988,ok,0.9376902799780253,proxy,5,0.9007805460317854,69170648.0,ok,0.005043181818181818,ok,0.9320238636363636,0.033259375,ok,ue1_qfi1,0.0,4,100.0,data,ok,0.0,ue6_qfi2,80.336,ok,,1.8,ue4_qfi2,4,987.5,3510.5,3.03,ok,330.0,,pending,,pending,"[8, 9]",ue3_qfi1,1,2,3,2068.5,1029.0,data,ok,2.0,0.1,1.0,8,PF,661058651,
ue8_qfi9,284.5,299.75,300.0,300.25,ok,0.2683312677733497,ok,ue5_qfi1,1,2,3,2048.2500000000005,1042.0,data,ok,2.0,False,,proxy,3,0,ue3_qfi2,0.4666666666666667,15,150.0,ok,ue8_qfi2,149.874,ok,1,ok,8,ue3_qfi2,0.8300104,ok,0.9093627803573048,proxy,5,0.8525276269808095,68389036.8,ok,0.005147727272727273,ok,0.9332454545454546,0.1072140625,ok,ue1_qfi1,0.0,4,100.0,data,ok,0.0,ue6_qfi2,90.10999999999999,ok,,1.4,ue3_qfi2,2,997.25,1662.25,3.03,ok,330.0,,pending,,pending,"[8, 9]",ue5_qfi1,1,2,3,2048.2500000000005,1042.0,data,ok,2.0,0.1,1.0,8,Reservation,661058651,
ue4_qfi9,224.0,300.0,300.0,300.25,ok,0.2765102773807134,ok,ue3_qfi1,1,2,3,2080.5,1028.7500000000005,data,ok,2.0,False,,proxy,3,0,ue3_qfi2,0.3125,16,150.0,ok,ue6_qfi2,150.25,ok,1,ok,8,ue6_qfi2,0.8018071999999999,ok,0.9056871904155717,proxy,5,0.7947134479528084,67303875.2,ok,0.005345454545454546,ok,0.9324079545454546,0.0330296875,ok,ue1_qfi1,0.0,4,100.0,data,ok,0.0,ue5_qfi9,95.75,ok,,1.8,ue1_qfi2,3,1333.25,2899.5,3.03,ok,330.0,,pending,,pending,"[8, 9]",ue3_qfi1,1,2,3,2080.5,1028.7500000000005,data,ok,2.0,0.1,1.0,8,TwoTier,661058651,
ue8_qfi9,292.25,299.75,300.0,300.25,ok,0.305122394828079,ok,ue7_qfi1,1,1,3,2078.7500000000005,987.25,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.125,16,150.0,ok,ue5_qfi2,150.235,ok,0,ok,8,ue3_qfi2,0.8354792,ok,0.8954424013483002,proxy,5,0.8581544606080027,64860732.8,ok,0.005575,ok,0.9323965909090909,0.0382203125,ok,ue1_qfi1,0.0,3,100.0,data,ok,0.0,ue2_qfi2,82.43799999999999,ok,,1.6,ue8_qfi2,4,1001.75,3865.5,3.03,ok,330.0,,pending,,pending,"[8, 9]",ue7_qfi1,1,1,3,2078.7500000000005,987.25,data,ok,2.0,0.1,1.0,8,PF,87989972,
ue6_qfi9,248.0,298.75,299.75,300.0,ok,0.3092960909791599,ok,ue3_qfi1,0,2,4,1080.25,1005.125,data,ok,2.0,False,,proxy,3,0,ue7_qfi2,0.0,15,150.0,ok,ue4_qfi2,147.81,ok,6,ok,8,ue7_qfi2,0.0,ok,0.8030141512264122,proxy,5,0.7972424944363337,63975827.2,ok,0.005963636363636364,ok,0.9326193181818182,0.0999375,ok,ue1_qfi1,0.0,4,100.0,data,ok,0.0,ue2_qfi9,221.75,ok,,3.0,ue6_qfi2,1,690.5,690.5,3.03,ok,330.0,,pending,,pending,"[8, 9]",ue3_qfi1,0,2,4,1080.25,1005.125,data,ok,2.0,0.1,1.0,8,Reservation,87989972,
ue8_qfi9,296.5,300.0,300.25,300.25,ok,0.3393646307685798,ok,ue1_qfi1,1,2,3,2003.7500000000002,1059.9999999999998,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.125,16,150.0,ok,ue8_qfi2,148.685,ok,0,ok,8,ue8_qfi2,0.704654,ok,0.8678780302503787,proxy,5,0.7819375217727212,62033756.8,ok,0.005845454545454545,ok,0.9319681818181819,0.0390875,ok,ue1_qfi1,0.0,3,100.0,data,ok,0.0,ue1_qfi9,176.0,ok,,1.0,ue1_qfi2,3,3247.0,4625.5,3.03,ok,330.0,,pending,,pending,"[8, 9]",ue1_qfi1,1,2,3,2003.7500000000002,1059.9999999999998,data,ok,2.0,0.1,1.0,8,TwoTier,87989972,
ue5_qfi9,291.75,299.75,300.0,300.25,ok,0.27862994637793104,ok,ue5_qfi1,1,1,3,2062.75,994.5000000000003,data,ok,2.0,False,,proxy,3,0,ue2_qfi2,0.3125,16,150.0,ok,ue2_qfi2,150.194,ok,1,ok,8,ue2_qfi2,0.8560864,ok,0.9269936085362737,proxy,5,0.8973481405860767,66802600.0,ok,0.005209090909090909,ok,0.9329443181818182,0.0354734375,ok,ue1_qfi1,0.0,4,100.0,data,ok,0.0,ue7_qfi2,78.395,ok,,1.6,ue6_qfi2,4,1304.0,3637.75,3.03,ok,330.0,,pending,,pending,"[8, 9]",ue5_qfi1,1,1,3,2062.75,994.5000000000003,data,ok,2.0,0.1,1.0,8,PF,161576974,
ue2_qfi9,273.75,299.5,300.0,300.25,ok,0.2943315637920126,ok,ue2_qfi1,0,1,4,1091.75,986.6250000000001,data,ok,2.0,False,,proxy,3,0,ue7_qfi2,0.0,15,150.0,ok,ue2_qfi2,147.41,ok,4,ok,8,ue7_qfi2,0.0,ok,0.799126263183328,proxy,5,0.7703201206543149,65402022.4,ok,0.005427272727272728,ok,0.9337227272727273,0.094034375,ok,ue1_qfi1,0.0,4,100.0,data,ok,0.0,ue3_qfi9,141.25,ok,,2.6,ue3_qfi2,1,710.5,710.5,3.03,ok,330.0,,pending,,pending,"[8, 9]",ue2_qfi1,0,1,4,1091.75,986.6250000000001,data,ok,2.0,0.1,1.0,8,Reservation,161576974,
ue7_qfi9,287.75,299.75,300.0,300.25,ok,0.32429334981814556,ok,ue1_qfi1,0,3,4,1073.25,1008.75,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.1875,16,150.0,ok,ue1_qfi2,149.391,ok,2,ok,8,ue7_qfi2,0.4825052,ok,0.8181395873814985,proxy,5,0.7116174597864033,62866574.4,ok,0.005561363636363636,ok,0.9322943181818182,0.03670625,ok,ue1_qfi1,0.0,4,100.0,data,ok,0.0,ue2_qfi9,243.0,ok,,2.2,ue4_qfi2,2,1330.5,2309.5,3.03,ok,330.0,,pending,,pending,"[8, 9]",ue1_qfi1,0,3,4,1073.25,1008.75,data,ok,2.0,0.1,1.0,8,TwoTier,161576974,
ue6_qfi9,297.75,300.0,300.25,300.25,ok,0.28441386920791195,ok,ue6_qfi1,1,2,2,2076.25,1548.0,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.3125,16,150.0,ok,ue5_qfi2,149.854,ok,1,ok,8,ue6_qfi2,0.8310768000000001,ok,0.9249807283658129,proxy,5,0.8963155507878129,66339638.4,ok,0.005575,ok,0.9341965909090909,0.03651875,ok,ue1_qfi1,0.0,4,100.0,data,ok,0.0,ue1_qfi2,79.21400000000001,ok,,1.6,ue3_qfi2,4,1322.0,3568.5,3.03,ok,330.0,,pending,,pending,"[8, 9]",ue6_qfi1,1,2,2,2076.25,1548.0,data,ok,2.0,0.1,1.0,8,PF,35492826,
ue6_qfi9,275.5,298.75,299.75,300.0,ok,0.29285285967902064,ok,ue6_qfi1,0,2,3,1936.25,1080.75,data,ok,2.0,False,,proxy,3,0,ue7_qfi2,0.0,15,150.0,ok,ue6_qfi2,148.178,ok,5,ok,8,ue7_qfi2,0.0,ok,0.7980170663447292,proxy,5,0.7751284649674259,65358808.0,ok,0.005088636363636364,ok,0.9322227272727273,0.0939671875,ok,ue1_qfi1,0.0,4,100.0,data,ok,0.0,ue4_qfi9,112.25,ok,,2.6,ue6_qfi2,1,675.5,675.5,3.03,ok,330.0,,pending,,pending,"[8, 9]",ue6_qfi1,0,2,3,1936.25,1080.75,data,ok,2.0,0.1,1.0,8,Reservation,35492826,
ue7_qfi9,294.25,299.75,300.0,300.25,ok,0.3021394435577006,ok,ue7_qfi1,0,1,2,1959.75,1469.3749999999998,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.0625,16,150.0,ok,ue5_qfi2,150.185,ok,1,ok,8,ue6_qfi2,0.7332844000000001,ok,0.9011609327640283,proxy,5,0.8056700852968139,64836996.8,ok,0.005465909090909091,ok,0.9340431818181818,0.0370703125,ok,ue1_qfi1,0.0,4,100.0,data,ok,0.0,ue1_qfi2,88.769,ok,,1.6,ue3_qfi2,4,1319.25,3996.5,3.03,ok,330.0,,pending,,pending,"[8, 9]",ue7_qfi1,0,1,2,1959.75,1469.3749999999998,data,ok,2.0,0.1,1.0,8,TwoTier,35492826,
ue7_qfi9,296.75,300.0,300.25,300.25,ok,0.28270811701844706,ok,ue4_qfi1,1,1,1,2061.2500000000005,2061.2500000000005,data,ok,2.0,False,,proxy,3,0,ue4_qfi2,0.125,16,150.0,ok,ue8_qfi2,149.728,ok,2,ok,8,ue4_qfi2,0.802462,ok,0.9147381456129364,proxy,5,0.8598638162638661,66378328.0,ok,0.005543181818181818,ok,0.9344363636363636,0.0360828125,ok,ue1_qfi1,0.0,4,100.0,data,ok,0.0,ue8_qfi2,80.141,ok,,2.0,ue5_qfi2,4,691.5,2700.25,3.03,ok,330.0,,pending,,pending,"[8, 9]",ue4_qfi1,1,1,1,2061.2500000000005,2061.2500000000005,data,ok,2.0,0.1,1.0,8,PF,376383645,
