M01.flow,M01.p50,M01.p95,M01.p98,M01.p99,M01.status,M02,M02.status,M03.flow,M03.gap_count_over_t_live,M03.gap_count_over_t_live_over_2,M03.gap_count_over_t_live_over_4,M03.max_gap_ms,M03.role,M03.status,M03.t_live_s,M04.exceeds_threshold,M04.flow,M04.status,M04.threshold_n,M04.worst_consecutive_miss_slots,M05.flow,M05.fraction,M05.frame_count,M05.pdb_ms,M05.status,M06.flow,M06.p95_ms,M06.status,M07.met,M07.status,M07.total,M08.flow,M08.fraction,M08.status,M09.mean,M09.status,M09.windows,M09.worst,M10,M10.status,M11.dl,M11.status,M11.ul,M12,M12.status,M14.flow,M14.fraction,M14.interval_count,M14.pdb_ms,M14.role,M14.status,M14.survival_time_ms,M15.flow,M15.jitter_ms,M15.status,M17.effective_fps,M17.flow,M17.freeze_count,M17.freeze_max_duration_ms,M17.freeze_total_duration_ms,M17.source_fps,M17.status,M17.xr_frame_period_ms,M18,M18.status,M19,M19.status,bg,scheduler,seed
ue8_qfi9,297.5,300.0,300.0,300.25,ok,0.2816152907207956,ok,ue5_qfi1,0,0,0,126.75000000000037,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.993421052631579,152,150.0,ok,ue7_qfi2,27.838,ok,8,ok,8,ue5_qfi2,0.9602292,ok,0.9534801564419702,proxy,5,0.9491811608840582,67051030.4,ok,0.004920454545454546,ok,0.9331079545454546,0.0376140625,ok,ue8_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue4_qfi1,23.0,ok,30.2,ue6_qfi2,1,70.75,70.75,30.303,ok,33.0,,pending,,pending,False,PF,1394609702
ue7_qfi9,295.0,300.0,300.0,300.25,ok,0.29434120248239265,ok,ue4_qfi1,0,0,0,122.74999999999991,data,ok,2.0,False,,proxy,3,0,ue8_qfi2,0.0,147,150.0,ok,ue7_qfi2,21.653,ok,7,ok,8,ue8_qfi2,0.0,ok,0.8862843343366625,proxy,5,0.8841060874611167,65946056.0,ok,0.004193181818181818,ok,0.9335954545454546,0.097109375,ok,ue7_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue5_qfi1,20.25,ok,30.2,ue2_qfi2,1,70.5,70.5,30.303,ok,33.0,,pending,,pending,False,Reservation,1394609702
ue3_qfi9,17.5,54.5,60.25,65.75,ok,0.3635877086634208,ok,ue4_qfi1,0,0,0,117.50000000000016,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.0,148,150.0,ok,ue5_qfi2,25.813,ok,5,ok,8,ue6_qfi2,0.0,ok,0.7186785720074921,proxy,5,0.71865045838223,59527332.8,ok,0.005522727272727273,ok,0.93385,0.0379703125,ok,ue2_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue3_qfi9,48.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,TwoTier,1394609702
ue8_qfi9,297.5,299.75,300.0,300.25,ok,0.29360772204865215,ok,ue4_qfi1,0,0,0,130.50000000000006,data,ok,2.0,False,,proxy,3,0,ue5_qfi2,0.993421052631579,152,150.0,ok,ue1_qfi2,27.723,ok,8,ok,8,ue3_qfi2,0.9515044,ok,0.9482587188417042,proxy,5,0.942350118491044,65891404.8,ok,0.0056113636363636366,ok,0.9324011363636364,0.0394328125,ok,ue2_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue1_qfi1,28.75,ok,30.2,ue6_qfi2,1,66.0,66.0,30.303,ok,33.0,,pending,,pending,False,PF,1960127675
ue7_qfi9,296.75,300.0,300.25,300.25,ok,0.31269370734954316,ok,ue7_qfi1,0,0,0,129.50000000000017,data,ok,2.0,False,,proxy,3,0,ue8_qfi2,0.0,147,150.0,ok,ue1_qfi2,21.795,ok,7,ok,8,ue8_qfi2,0.0,ok,0.8814677262556943,proxy,5,0.8749697956018868,64274752.0,ok,0.004354545454545455,ok,0.9342443181818182,0.1049546875,ok,ue1_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue7_qfi1,25.0,ok,30.2,ue7_qfi2,1,81.5,81.5,30.303,ok,33.0,,pending,,pending,False,Reservation,1960127675
ue5_qfi9,30.25,54.75,63.0,66.0,ok,0.36397723680158994,ok,ue2_qfi1,0,0,0,112.2500000000004,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.0,147,150.0,ok,ue5_qfi2,28.228,ok,4,ok,8,ue6_qfi2,0.0,ok,0.718678925154917,proxy,5,0.7185707093226691,59356168.0,ok,0.005493181818181818,ok,0.9335318181818182,0.040165625,ok,ue3_qfi1,0.40816326530612246,49,100.0,data,ok,0.0,ue4_qfi9,45.5,ok,30.2,ue3_qfi2,1,92.5,92.5,30.303,ok,33.0,,pending,,pending,False,TwoTier,1960127675
ue8_qfi9,297.5,299.75,300.0,300.25,ok,0.2626367569306508,ok,ue8_qfi1,0,0,0,131.7499999999998,data,ok,2.0,False,,proxy,3,0,ue8_qfi2,0.9868421052631579,152,150.0,ok,ue6_qfi2,26.15,ok,8,ok,8,ue8_qfi2,0.9602008000000001,ok,0.9570795397101179,proxy,5,0.9522921854626755,68714368.0,ok,0.0051045454545454545,ok,0.9321090909090909,0.036790625,ok,ue6_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue6_qfi1,42.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,PF,1081530686
ue6_qfi9,297.0,300.0,300.25,300.25,ok,0.27569991348531003,ok,ue3_qfi1,0,0,0,123.25000000000009,data,ok,2.0,False,,proxy,3,0,ue8_qfi2,0.0,148,150.0,ok,ue5_qfi2,21.123,ok,7,ok,8,ue8_qfi2,0.0,ok,0.8876683677815823,proxy,5,0.8846241887601229,67495843.2,ok,0.0041522727272727275,ok,0.9316681818181818,0.095796875,ok,ue3_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue7_qfi1,33.5,ok,30.2,ue2_qfi2,1,77.0,77.0,30.303,ok,33.0,,pending,,pending,False,Reservation,1081530686
ue4_qfi9,23.25,48.5,54.0,57.75,ok,0.3627903778807347,ok,ue4_qfi1,0,0,0,112.50000000000027,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.0,147,150.0,ok,ue4_qfi2,26.065,ok,5,ok,8,ue6_qfi2,0.0,ok,0.7186685969883178,proxy,5,0.7186122335228995,59550809.6,ok,0.005588636363636363,ok,0.9323715909090909,0.03644375,ok,ue4_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue2_qfi9,42.0,ok,30.2,ue3_qfi2,1,69.0,69.0,30.303,ok,33.0,,pending,,pending,False,TwoTier,1081530686
ue8_qfi9,298.0,300.0,300.25,300.25,ok,0.284654579347266,ok,ue4_qfi1,0,0,0,126.24999999999974,data,ok,2.0,False,,proxy,3,0,ue3_qfi2,0.993421052631579,152,150.0,ok,ue6_qfi2,25.16,ok,8,ok,8,ue3_qfi2,0.9573956,ok,0.9521185235072422,proxy,5,0.943408086231358,66714992.0,ok,0.005313636363636363,ok,0.9345704545454545,0.0377265625,ok,ue6_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue4_qfi1,24.25,ok,30.2,ue6_qfi2,1,73.0,73.0,30.303,ok,33.0,,pending,,pending,False,PF,1302740407
ue8_qfi9,298.0,300.0,300.25,300.25,ok,0.3043706880370496,ok,ue7_qfi1,0,0,0,128.50000000000028,data,ok,2.0,False,,proxy,3,0,ue8_qfi2,0.993421052631579,152,150.0,ok,ue8_qfi2,23.259,ok,8,ok,8,ue3_qfi2,0.958666,ok,0.9496445677255277,proxy,5,0.9410765269763066,65807286.4,ok,0.004193181818181818,ok,0.9342375,0.1182671875,ok,ue1_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue8_qfi1,26.5,ok,30.2,ue8_qfi2,1,83.75,83.75,30.303,ok,33.0,,pending,,pending,False,Reservation,1302740407
ue5_qfi9,21.25,44.25,50.0,55.75,ok,0.36336591885639574,ok,ue2_qfi1,0,0,0,112.0,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.0,147,150.0,ok,ue5_qfi2,23.199,ok,5,ok,8,ue6_qfi2,0.0,ok,0.7186713823269603,proxy,5,0.7186312733558716,59510808.0,ok,0.005577272727272728,ok,0.9342090909090909,0.036271875,ok,ue5_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue1_qfi9,36.75,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,TwoTier,1302740407
ue8_qfi9,297.75,300.0,300.0,300.25,ok,0.2771819735061286,ok,ue7_qfi1,0,0,0,122.74999999999991,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue6_qfi2,23.492,ok,8,ok,8,ue6_qfi2,0.9596216,ok,0.9547565987170502,proxy,5,0.9505977720534309,67392168.0,ok,0.005245454545454545,ok,0.9323579545454546,0.036453125,ok,ue7_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue7_qfi1,20.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,PF,2084654369
ue7_qfi9,295.75,300.0,300.0,300.25,ok,0.2857699159331383,ok,ue3_qfi1,0,0,0,122.2500000000002,data,ok,2.0,False,,proxy,3,0,ue8_qfi2,0.0,148,150.0,ok,ue1_qfi2,21.48,ok,7,ok,8,ue8_qfi2,0.0,ok,0.8875710782391083,proxy,5,0.8856507119877416,66607347.2,ok,0.004175,ok,0.9326477272727273,0.094671875,ok,ue1_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue3_qfi1,19.5,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,Reservation,2084654369
ue4_qfi9,18.0,41.25,45.75,48.25,ok,0.36433867572711826,ok,ue3_qfi1,0,0,0,112.74999999999969,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.0,147,150.0,ok,ue4_qfi2,23.27,ok,5,ok,8,ue6_qfi2,0.0,ok,0.7186506321591721,proxy,5,0.7185114059557534,59345339.2,ok,0.005011363636363637,ok,0.9324375,0.036490625,ok,ue1_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue1_qfi9,30.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,TwoTier,2084654369
ue8_qfi9,297.75,300.0,300.0,300.25,ok,0.2519879335391426,ok,ue3_qfi1,0,0,0,130.00000000000034,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue3_qfi2,25.72,ok,8,ok,8,ue5_qfi2,0.96768,ok,0.9603661755985641,proxy,5,0.9520027696891633,69748696.0,ok,0.00545,ok,0.9329727272727273,0.0340625,ok,ue5_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue3_qfi1,32.0,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,PF,1566581934
ue8_qfi9,297.5,300.0,300.25,300.25,ok,0.2730852239851209,ok,ue3_qfi1,0,0,0,126.50000000000006,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.993421052631579,152,150.0,ok,ue8_qfi2,23.682,ok,8,ok,8,ue5_qfi2,0.96768,ok,0.9578052951801979,proxy,5,0.9473584779539577,68592611.2,ok,0.004011363636363637,ok,0.9338522727272728,0.1065953125,ok,ue2_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue3_qfi1,22.5,ok,30.2,ue7_qfi2,1,66.75,66.75,30.303,ok,33.0,,pending,,pending,False,Reservation,1566581934
ue6_qfi9,216.75,298.75,299.5,300.0,ok,0.3085830985924699,ok,ue5_qfi1,0,0,0,134.75000000000037,data,ok,2.0,False,,proxy,3,0,ue7_qfi2,0.0,147,150.0,ok,ue6_qfi2,54.381,ok,5,ok,8,ue7_qfi2,0.0,ok,0.7701674797053787,proxy,5,0.7185477708320391,64359940.8,ok,0.004627272727272727,ok,0.9325659090909091,0.0332046875,ok,ue1_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue3_qfi9,263.75,ok,30.4,ue5_qfi2,4,92.5,306.5,30.303,ok,33.0,,pending,,pending,False,TwoTier,1566581934
ue8_qfi9,296.75,299.75,300.0,300.25,ok,0.24651846836003236,ok,ue5_qfi1,0,0,0,122.25,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue5_qfi2,23.655,ok,8,ok,8,ue5_qfi2,0.9636292,ok,0.9620599262006534,proxy,5,0.9526767073380412,70168004.8,ok,0.004590909090909091,ok,0.9322522727272727,0.0342546875,ok,ue8_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue7_qfi1,34.75,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,PF,1357791198
ue8_qfi9,297.0,300.0,300.25,300.25,ok,0.26743149283403567,ok,ue2_qfi1,0,0,0,127.00000000000023,data,ok,2.0,False,,proxy,3,0,ue5_qfi2,0.993421052631579,152,150.0,ok,ue5_qfi2,23.152,ok,8,ok,8,ue5_qfi2,0.9608236,ok,0.959989019513673,proxy,5,0.9492201620252276,69114656.0,ok,0.004020454545454546,ok,0.9331340909090909,0.107475,ok,ue3_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue7_qfi1,23.25,ok,30.2,ue5_qfi2,1,71.25,71.25,30.303,ok,33.0,,pending,,pending,False,Reservation,1357791198
ue5_qfi9,297.5,300.0,300.0,300.25,ok,0.24521809716517126,ok,ue8_qfi1,0,0,0,293.00000000000017,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue5_qfi2,66.046,ok,8,ok,8,ue5_qfi2,0.9528776,ok,0.9369354609639192,proxy,5,0.9186408521731955,70411849.6,ok,0.004586363636363637,ok,0.9321704545454546,0.033275,ok,ue8_qfi1,0.46808510638297873,47,100.0,data,ok,0.0,ue8_qfi9,146.0,ok,30.2,ue6_qfi2,6,82.25,480.0,30.303,ok,33.0,,pending,,pending,False,TwoTier,1357791198
ue8_qfi9,298.0,300.0,300.25,300.25,ok,0.2576637846861896,ok,ue5_qfi1,0,0,0,138.74999999999994,data,ok,2.0,False,,proxy,3,0,ue8_qfi2,0.993421052631579,152,150.0,ok,ue1_qfi2,26.087,ok,8,ok,8,ue5_qfi2,0.9549204,ok,0.958706105831453,proxy,5,0.9503988902064425,69115166.4,ok,0.0049068181818181815,ok,0.9343488636363636,0.03549375,ok,ue2_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue5_qfi1,36.75,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,PF,1167425778
ue3_qfi9,287.25,299.0,299.5,300.0,ok,0.2666621563170429,ok,ue5_qfi1,0,0,0,122.50000000000006,data,ok,2.0,False,,proxy,3,0,ue7_qfi2,0.0,147,150.0,ok,ue5_qfi2,19.209,ok,6,ok,8,ue7_qfi2,0.0,ok,0.8099196011265322,proxy,5,0.8088662002818263,67794968.0,ok,0.004165909090909091,ok,0.9309079545454545,0.08623125,ok,ue4_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue4_qfi9,173.0,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,Reservation,1167425778
ue1_qfi9,18.5,43.75,50.5,56.0,ok,0.3635372920118135,ok,ue1_qfi1,0,0,0,118.25000000000018,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.0,147,150.0,ok,ue5_qfi2,22.621,ok,5,ok,8,ue6_qfi2,0.0,ok,0.7186888565809639,proxy,5,0.7186455684022135,59510684.8,ok,0.005202272727272727,ok,0.9338965909090909,0.0349125,ok,ue4_qfi1,0.3877551020408163,49,100.0,data,ok,0.0,ue1_qfi9,37.5,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,TwoTier,1167425778
ue8_qfi9,297.5,300.0,300.0,300.25,ok,0.2714109613499771,ok,ue1_qfi1,0,0,0,173.25000000000034,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue1_qfi2,26.611,ok,7,ok,8,ue5_qfi2,0.9486644000000001,ok,0.9561059852499392,proxy,5,0.9388307108745091,67852385.6,ok,0.005306818181818182,ok,0.9309568181818182,0.03598125,ok,ue1_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue1_qfi1,73.75,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,PF,1202413557
ue8_qfi9,297.25,300.0,300.25,300.25,ok,0.2899062860313456,ok,ue2_qfi1,0,0,0,125.24999999999986,data,ok,2.0,False,,proxy,3,0,ue4_qfi2,0.993421052631579,152,150.0,ok,ue1_qfi2,24.468,ok,7,ok,8,ue5_qfi2,0.9434796,ok,0.9540000486233883,proxy,5,0.9373535931269404,67024352.0,ok,0.004088636363636364,ok,0.9318465909090909,0.11294375,ok,ue8_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue1_qfi1,21.0,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,Reservation,1202413557
ue1_qfi9,16.25,61.5,73.0,78.5,ok,0.3645152952356026,ok,ue3_qfi1,0,0,0,112.49999999999983,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.0,147,150.0,ok,ue3_qfi2,24.588,ok,4,ok,8,ue6_qfi2,0.0,ok,0.7186783531079766,proxy,5,0.7185606408851778,59198524.8,ok,0.004984090909090909,ok,0.9296,0.03629375,ok,ue5_qfi1,0.40816326530612246,49,100.0,data,ok,0.0,ue1_qfi9,62.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,TwoTier,1202413557
ue8_qfi9,297.25,299.75,300.0,300.25,ok,0.27971139592061034,ok,ue6_qfi1,0,0,0,127.49999999999994,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue7_qfi2,27.182,ok,8,ok,8,ue6_qfi2,0.9632136,ok,0.9535034179449747,proxy,5,0.9441168874052279,67119078.4,ok,0.0052681818181818186,ok,0.9312920454545455,0.0381609375,ok,ue1_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue6_qfi1,25.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,PF,2008052738
ue7_qfi9,297.25,300.0,300.25,300.25,ok,0.2974000947664494,ok,ue4_qfi1,0,0,0,124.74999999999969,data,ok,2.0,False,,proxy,3,0,ue8_qfi2,0.0,147,150.0,ok,ue7_qfi2,22.112,ok,7,ok,8,ue8_qfi2,0.0,ok,0.8847349177013127,proxy,5,0.8767815628843124,65493089.6,ok,0.004211363636363636,ok,0.9319238636363636,0.101271875,ok,ue3_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue5_qfi1,22.0,ok,30.2,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,Reservation,2008052738
ue3_qfi9,21.25,44.0,49.25,53.0,ok,0.3624470580784967,ok,ue5_qfi1,0,0,0,114.25000000000018,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.0,147,150.0,ok,ue5_qfi2,23.059,ok,5,ok,8,ue6_qfi2,0.0,ok,0.7186707383962394,proxy,5,0.7186310293170859,59535216.0,ok,0.004254545454545454,ok,0.9320011363636364,0.0387015625,ok,ue2_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue3_qfi9,31.75,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,TwoTier,2008052738
ue8_qfi9,297.75,300.0,300.0,300.25,ok,0.2840860654350281,ok,ue3_qfi1,0,0,0,143.24999999999966,data,ok,2.0,False,,proxy,3,0,ue3_qfi2,0.9868421052631579,152,150.0,ok,ue3_qfi2,27.831,ok,8,ok,8,ue1_qfi2,0.9576,ok,0.9522815839861749,proxy,5,0.946425482734362,66760012.8,ok,0.005454545454545455,ok,0.9294965909090909,0.0371453125,ok,ue4_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue3_qfi1,53.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,PF,595598245
ue7_qfi9,297.25,300.0,300.25,300.25,ok,0.29186871904751605,ok,ue2_qfi1,0,0,0,123.7499999999998,data,ok,2.0,False,,proxy,3,0,ue8_qfi2,0.0,147,150.0,ok,ue6_qfi2,21.36,ok,7,ok,8,ue8_qfi2,0.0,ok,0.8856821584720074,proxy,5,0.8835885333121247,66034912.0,ok,0.004465909090909091,ok,0.9306147727272728,0.0956265625,ok,ue4_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue3_qfi1,18.75,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,Reservation,595598245
ue7_qfi9,294.25,299.75,300.0,300.25,ok,0.31686745570214536,ok,ue3_qfi1,0,0,0,169.99999999999994,data,ok,2.0,False,,proxy,3,0,ue8_qfi2,0.0,147,150.0,ok,ue6_qfi2,62.182,ok,5,ok,8,ue8_qfi2,0.0,ok,0.8098754217411418,proxy,5,0.7186938601866861,62806403.2,ok,0.004979545454545454,ok,0.9297397727272727,0.0348484375,ok,ue1_qfi1,0.40816326530612246,49,100.0,data,ok,0.0,ue1_qfi9,285.0,ok,30.2,ue2_qfi2,3,101.0,269.25,30.303,ok,33.0,,pending,,pending,False,TwoTier,595598245
ue8_qfi9,297.75,300.0,300.0,300.25,ok,0.27625226644682516,ok,ue7_qfi1,0,0,0,157.75000000000006,data,ok,2.0,False,,proxy,3,0,ue5_qfi2,0.993421052631579,152,150.0,ok,ue7_qfi2,26.427,ok,8,ok,8,ue6_qfi2,0.9574796,ok,0.9547934983375317,proxy,5,0.9451333632981905,67472545.6,ok,0.005004545454545454,ok,0.9326420454545454,0.036125,ok,ue3_qfi1,0.5102040816326531,49,100.0,data,ok,0.0,ue7_qfi1,54.75,ok,30.2,ue5_qfi2,1,66.25,66.25,30.303,ok,33.0,,pending,,pending,False,PF,1752032165
ue7_qfi9,297.5,300.0,300.25,300.25,ok,0.28617137477023336,ok,ue1_qfi1,0,0,0,123.7499999999998,data,ok,2.0,False,,proxy,3,0,ue8_qfi2,0.0,147,150.0,ok,ue7_qfi2,22.476,ok,7,ok,8,ue8_qfi2,0.0,ok,0.8868676856953203,proxy,5,0.8782849680547173,66481753.6,ok,0.0040659090909090905,ok,0.9321818181818182,0.093934375,ok,ue3_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue5_qfi1,20.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,Reservation,1752032165
ue1_qfi9,16.25,55.75,68.5,79.5,ok,0.3625156639488058,ok,ue1_qfi1,0,0,0,126.2500000000002,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.0,148,150.0,ok,ue1_qfi2,24.575,ok,5,ok,8,ue6_qfi2,0.0,ok,0.7186209812784511,proxy,5,0.7185576300970289,59575515.2,ok,0.005159090909090909,ok,0.9322852272727272,0.0360984375,ok,ue4_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue1_qfi9,63.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,TwoTier,1752032165
ue8_qfi9,298.25,300.0,300.25,300.25,ok,0.3011103904006467,ok,ue2_qfi1,0,0,0,123.25000000000009,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue4_qfi2,26.966,ok,8,ok,8,ue6_qfi2,0.9598824,ok,0.9475989265894981,proxy,5,0.9416349293290103,65351342.4,ok,0.005243181818181818,ok,0.9314670454545455,0.03889375,ok,ue5_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue6_qfi1,22.75,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,PF,1440696407
ue7_qfi9,296.75,300.0,300.25,300.25,ok,0.31158242461724983,ok,ue1_qfi1,0,0,0,125.0,data,ok,2.0,False,,proxy,3,0,ue8_qfi2,0.0,148,150.0,ok,ue1_qfi2,22.087,ok,7,ok,8,ue8_qfi2,0.0,ok,0.8825049280386826,proxy,5,0.8786710719397332,64330721.6,ok,0.0045340909090909095,ok,0.9307386363636364,0.1008859375,ok,ue3_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue1_qfi1,19.5,ok,30.2,ue4_qfi2,1,75.0,75.0,30.303,ok,33.0,,pending,,pending,False,Reservation,1440696407
ue4_qfi9,22.75,51.5,60.75,63.25,ok,0.3637401312709399,ok,ue4_qfi1,0,0,0,118.75000000000036,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.0,148,150.0,ok,ue3_qfi2,23.794,ok,5,ok,8,ue6_qfi2,0.0,ok,0.7186730114582947,proxy,5,0.7186320330191571,59427748.8,ok,0.004952272727272727,ok,0.932084090909091,0.0376921875,ok,ue2_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue1_qfi9,40.75,ok,30.4,ue3_qfi2,1,72.0,72.0,30.303,ok,33.0,,pending,,pending,False,TwoTier,1440696407
ue8_qfi9,297.75,300.0,300.0,300.25,ok,0.28737704807128767,ok,ue5_qfi1,0,0,0,125.74999999999959,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue6_qfi2,24.757,ok,8,ok,8,ue6_qfi2,0.9582951999999999,ok,0.9512654697301782,proxy,5,0.9437556964575341,66461212.8,ok,0.0054477272727272725,ok,0.9357420454545454,0.0382234375,ok,ue7_qfi1,0.5102040816326531,49,100.0,data,ok,0.0,ue8_qfi1,27.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,PF,5880883
ue7_qfi9,295.5,299.75,300.0,300.25,ok,0.3002162721042066,ok,ue5_qfi1,0,0,0,121.75000000000003,data,ok,2.0,False,,proxy,3,0,ue8_qfi2,0.0,148,150.0,ok,ue7_qfi2,21.693,ok,7,ok,8,ue8_qfi2,0.0,ok,0.8841433659533934,proxy,5,0.8757793816242051,65279040.0,ok,0.0042204545454545455,ok,0.9334363636363636,0.0976078125,ok,ue5_qfi1,0.40816326530612246,49,100.0,data,ok,0.0,ue5_qfi1,21.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,Reservation,5880883
ue7_qfi9,251.5,300.0,300.0,300.25,ok,0.2877194115077512,ok,ue3_qfi9,0,0,0,419.99999999999994,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue7_qfi2,87.519,ok,7,ok,8,ue2_qfi2,0.9496051999999999,ok,0.9086335236896957,proxy,5,0.8772343649141022,65924763.2,ok,0.005397727272727273,ok,0.9359920454545455,0.037984375,ok,ue3_qfi1,0.3235294117647059,34,100.0,data,ok,0.0,ue3_qfi9,134.75,ok,30.2,ue7_qfi2,11,142.25,940.0,30.303,ok,33.0,,pending,,pending,False,TwoTier,5880883
ue8_qfi9,298.0,300.0,300.0,300.25,ok,0.27428366221111206,ok,ue4_qfi1,0,0,0,122.99999999999977,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue2_qfi2,26.754,ok,8,ok,8,ue3_qfi2,0.9626796,ok,0.9551524903104429,proxy,5,0.9481896449647506,67663750.4,ok,0.005240909090909091,ok,0.9310295454545454,0.036503125,ok,ue1_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue3_qfi1,25.5,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,PF,846428919
