M01.flow,M01.p50,M01.p95,M01.p98,M01.p99,M01.status,M02,M02.status,M03.flow,M03.gap_count_over_t_live,M03.gap_count_over_t_live_over_2,M03.gap_count_over_t_live_over_4,M03.max_gap_ms,M03.role,M03.status,M03.t_live_s,M04.exceeds_threshold,M04.flow,M04.status,M04.threshold_n,M04.worst_consecutive_miss_slots,M05.flow,M05.fraction,M05.frame_count,M05.pdb_ms,M05.status,M06.flow,M06.p95_ms,M06.status,M07.met,M07.status,M07.total,M08.flow,M08.fraction,M08.status,M09.mean,M09.status,M09.windows,M09.worst,M10,M10.status,M11.dl,M11.status,M11.ul,M12,M12.status,M14.flow,M14.fraction,M14.interval_count,M14.pdb_ms,M14.role,M14.status,M14.survival_time_ms,M15.flow,M15.jitter_ms,M15.status,M17.effective_fps,M17.flow,M17.freeze_count,M17.freeze_max_duration_ms,M17.freeze_total_duration_ms,M17.source_fps,M17.status,M17.xr_frame_period_ms,M18,M18.status,M19,M19.status,bg,scheduler,seed
ue7_qfi9,295.75,300.0,300.0,300.25,ok,0.2819149413362324,ok,ue5_qfi1,0,0,0,123.7499999999998,data,ok,2.0,False,,proxy,3,0,ue8_qfi2,0.0,148,150.0,ok,ue6_qfi2,22.209,ok,7,ok,8,ue8_qfi2,0.0,ok,0.8879676111875376,proxy,5,0.885222247473324,66890830.4,ok,0.004156818181818182,ok,0.9311727272727273,0.0938765625,ok,ue4_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue5_qfi1,20.0,ok,30.2,ue6_qfi2,1,71.25,71.25,30.303,ok,33.0,,pending,,pending,False,Reservation,846428919
ue5_qfi9,21.0,48.75,55.0,57.5,ok,0.3637067029451073,ok,ue2_qfi1,0,0,0,114.99999999999977,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.0,147,150.0,ok,ue5_qfi2,22.9,ok,5,ok,8,ue6_qfi2,0.0,ok,0.7186941831779725,proxy,5,0.7186581920942262,59481598.4,ok,0.005506818181818182,ok,0.9312636363636364,0.035646875,ok,ue2_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue1_qfi9,40.75,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,TwoTier,846428919
ue8_qfi9,297.25,299.75,300.0,300.25,ok,0.2860542310183119,ok,ue7_qfi1,0,0,0,146.50000000000009,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue7_qfi2,28.053,ok,8,ok,8,ue3_qfi2,0.95919,ok,0.950428581793572,proxy,5,0.9383609225768891,66613448.0,ok,0.0060704545454545455,ok,0.9334022727272727,0.03811875,ok,ue3_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue7_qfi1,54.0,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,PF,1841261662
ue7_qfi9,298.5,300.0,300.25,300.25,ok,0.3069959632052691,ok,ue5_qfi1,0,0,0,128.0000000000001,data,ok,2.0,False,,proxy,3,0,ue8_qfi2,0.0,147,150.0,ok,ue7_qfi2,23.091,ok,6,ok,8,ue8_qfi2,0.0,ok,0.8754058470281236,proxy,5,0.8631329375954717,64615404.8,ok,0.004325,ok,0.9328147727272728,0.1013609375,ok,ue5_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue7_qfi2,93.977,ok,30.2,ue3_qfi2,1,75.0,75.0,30.303,ok,33.0,,pending,,pending,False,Reservation,1841261662
ue5_qfi9,22.5,50.0,59.0,64.5,ok,0.3634050551194812,ok,ue5_qfi1,0,0,0,120.49999999999983,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.0,147,150.0,ok,ue5_qfi2,23.946,ok,5,ok,8,ue6_qfi2,0.0,ok,0.7186594825295414,proxy,5,0.7185994373583878,59471185.6,ok,0.005175,ok,0.9328818181818181,0.036921875,ok,ue1_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue5_qfi9,42.0,ok,30.2,ue3_qfi2,1,72.5,72.5,30.303,ok,33.0,,pending,,pending,False,TwoTier,1841261662
ue8_qfi9,298.0,300.0,300.0,300.25,ok,0.26417513654262254,ok,ue1_qfi1,0,0,0,121.0,data,ok,2.0,False,,proxy,3,0,ue5_qfi2,0.9868421052631579,152,150.0,ok,ue4_qfi2,24.563,ok,8,ok,8,ue1_qfi2,0.9539755999999999,ok,0.9581701625258425,proxy,5,0.9506028826159804,68526480.0,ok,0.005020454545454546,ok,0.9339943181818182,0.0357875,ok,ue2_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue1_qfi1,19.25,ok,30.2,ue2_qfi2,1,68.75,68.75,30.303,ok,33.0,,pending,,pending,False,PF,1190382222
ue7_qfi9,296.5,300.0,300.0,300.25,ok,0.2688321087645983,ok,ue3_qfi1,0,0,0,125.75000000000003,data,ok,2.0,False,,proxy,3,0,ue8_qfi2,0.0,147,150.0,ok,ue2_qfi2,20.748,ok,7,ok,8,ue8_qfi2,0.0,ok,0.8899568177882211,proxy,5,0.8839990826154094,68011289.6,ok,0.004027272727272727,ok,0.9338113636363636,0.092184375,ok,ue2_qfi1,0.40816326530612246,49,100.0,data,ok,0.0,ue3_qfi1,19.5,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,Reservation,1190382222
ue8_qfi9,258.25,299.75,300.0,300.25,ok,0.26142004432076754,ok,ue4_qfi1,0,0,1,561.75,data,ok,2.0,False,,proxy,3,0,ue3_qfi2,0.9868421052631579,152,150.0,ok,ue4_qfi2,88.818,ok,8,ok,8,ue4_qfi2,0.951882,ok,0.9226262115824817,proxy,5,0.9025086578512006,68564032.0,ok,0.004859090909090909,ok,0.9344011363636363,0.035028125,ok,ue4_qfi1,0.30434782608695654,23,100.0,data,ok,0.0,ue7_qfi9,121.75,ok,29.6,ue4_qfi2,12,192.0,1045.0,30.303,ok,33.0,,pending,,pending,False,TwoTier,1190382222
ue8_qfi9,297.75,300.0,300.0,300.25,ok,0.27281055026320294,ok,ue3_qfi1,0,0,0,138.74999999999994,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue3_qfi2,25.167,ok,8,ok,8,ue4_qfi2,0.9603948,ok,0.9558780233242883,proxy,5,0.9426232627472049,67840243.2,ok,0.0052159090909090905,ok,0.9310102272727273,0.035028125,ok,ue3_qfi1,0.5102040816326531,49,100.0,data,ok,0.0,ue3_qfi1,44.75,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,PF,72124473
ue7_qfi9,296.0,300.0,300.0,300.25,ok,0.28330034790064684,ok,ue2_qfi1,0,0,0,121.0,data,ok,2.0,False,,proxy,3,0,ue8_qfi2,0.0,148,150.0,ok,ue3_qfi2,21.603,ok,7,ok,8,ue8_qfi2,0.0,ok,0.8876530959423972,proxy,5,0.8774419389122214,66909198.4,ok,0.004243181818181818,ok,0.9300011363636363,0.091403125,ok,ue2_qfi1,0.5102040816326531,49,100.0,data,ok,0.0,ue1_qfi1,19.0,ok,30.2,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,Reservation,72124473
ue8_qfi9,289.5,299.75,300.0,300.25,ok,0.3211554675851156,ok,ue3_qfi1,0,0,0,119.7499999999998,data,ok,2.0,False,,proxy,3,0,ue7_qfi2,0.3026315789473684,152,150.0,ok,ue6_qfi2,91.891,ok,5,ok,8,ue7_qfi2,0.28791279999999997,ok,0.8022565830477848,proxy,5,0.7184804910022106,62576995.2,ok,0.0055681818181818185,ok,0.9315261363636363,0.03541875,ok,ue1_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue1_qfi9,282.5,ok,30.4,ue5_qfi2,2,87.0,158.75,30.303,ok,33.0,,pending,,pending,False,TwoTier,72124473
ue8_qfi9,298.25,300.0,300.25,300.25,ok,0.27970312570500927,ok,ue5_qfi1,0,0,0,126.24999999999974,data,ok,2.0,False,,proxy,3,0,ue2_qfi2,0.993421052631579,152,150.0,ok,ue2_qfi2,25.521,ok,8,ok,8,ue8_qfi2,0.9567675999999999,ok,0.9527958577661986,proxy,5,0.941114837132418,67221630.4,ok,0.004970454545454545,ok,0.9303659090909091,0.036809375,ok,ue6_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue2_qfi1,23.25,ok,30.2,ue3_qfi2,1,75.25,75.25,30.303,ok,33.0,,pending,,pending,False,PF,1642588603
ue7_qfi9,295.5,300.0,300.0,300.25,ok,0.2807994850405621,ok,ue6_qfi1,0,0,0,125.0,data,ok,2.0,False,,proxy,3,0,ue8_qfi2,0.0,147,150.0,ok,ue2_qfi2,21.667,ok,7,ok,8,ue8_qfi2,0.0,ok,0.8875127783990775,proxy,5,0.8773400225458026,67136174.4,ok,0.0045,ok,0.9322738636363637,0.094653125,ok,ue5_qfi1,0.3673469387755102,49,100.0,data,ok,0.0,ue5_qfi1,19.75,ok,30.0,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,Reservation,1642588603
ue2_qfi9,22.5,52.5,60.75,68.25,ok,0.3624989572562771,ok,ue4_qfi1,0,0,0,116.49999999999983,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.0,147,150.0,ok,ue5_qfi2,26.141,ok,5,ok,8,ue6_qfi2,0.0,ok,0.7186591230292774,proxy,5,0.7185566899401551,59608464.0,ok,0.005043181818181818,ok,0.9309670454545454,0.03736875,ok,ue2_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue2_qfi9,45.75,ok,30.4,ue5_qfi2,1,92.25,92.25,30.303,ok,33.0,,pending,,pending,False,TwoTier,1642588603
ue8_qfi9,297.75,299.75,300.0,300.25,ok,0.27604337609121643,ok,ue3_qfi1,0,0,0,124.75000000000014,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue3_qfi2,27.079,ok,8,ok,8,ue3_qfi2,0.969952,ok,0.9538241843315471,proxy,5,0.9435270578154691,67623774.4,ok,0.004970454545454545,ok,0.9328102272727272,0.03766875,ok,ue3_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue8_qfi1,25.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,PF,1566923138
ue3_qfi9,290.25,299.75,300.0,300.25,ok,0.2825908025997457,ok,ue3_qfi1,0,0,0,121.2500000000003,data,ok,2.0,False,,proxy,3,0,ue7_qfi2,0.0,147,150.0,ok,ue4_qfi2,19.02,ok,6,ok,8,ue7_qfi2,0.0,ok,0.8085288959680433,proxy,5,0.8069310593996782,66548961.6,ok,0.0044136363636363635,ok,0.9338931818181818,0.0932765625,ok,ue1_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue5_qfi9,208.75,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,Reservation,1566923138
ue1_qfi9,22.5,56.25,66.25,69.25,ok,0.36342532662615684,ok,ue1_qfi1,0,0,0,121.0,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.0,147,150.0,ok,ue1_qfi2,26.254,ok,5,ok,8,ue6_qfi2,0.0,ok,0.718651338277132,proxy,5,0.7185849147312533,59557803.2,ok,0.005095454545454545,ok,0.9321909090909091,0.0387921875,ok,ue3_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue1_qfi9,46.75,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,TwoTier,1566923138
ue8_qfi9,297.25,299.75,300.0,300.25,ok,0.2739985901133601,ok,ue2_qfi1,0,0,0,121.99999999999989,data,ok,2.0,False,,proxy,3,0,ue2_qfi2,0.993421052631579,152,150.0,ok,ue7_qfi2,27.388,ok,8,ok,8,ue5_qfi2,0.957732,ok,0.9563313988113629,proxy,5,0.9500081021830574,67629956.8,ok,0.0051522727272727276,ok,0.9308625,0.0368734375,ok,ue7_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue1_qfi1,19.5,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,PF,1818006482
ue7_qfi9,295.75,300.0,300.0,300.25,ok,0.28772073309556906,ok,ue4_qfi1,0,0,0,119.00000000000021,data,ok,2.0,False,,proxy,3,0,ue8_qfi2,0.0,147,150.0,ok,ue6_qfi2,21.706,ok,7,ok,8,ue8_qfi2,0.0,ok,0.8873758861181035,proxy,5,0.8833619832125061,66329846.4,ok,0.004084090909090909,ok,0.9309636363636363,0.0971921875,ok,ue4_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue5_qfi1,15.75,ok,30.2,ue1_qfi2,1,68.5,68.5,30.303,ok,33.0,,pending,,pending,False,Reservation,1818006482
ue1_qfi9,15.75,43.25,53.0,58.25,ok,0.36294040813900486,ok,ue2_qfi1,0,0,0,124.49999999999983,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.0,147,150.0,ok,ue2_qfi2,24.055,ok,5,ok,8,ue6_qfi2,0.0,ok,0.7186856262658528,proxy,5,0.7186154624113119,59403580.8,ok,0.005361363636363636,ok,0.9301602272727273,0.0370078125,ok,ue1_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue1_qfi9,42.5,ok,30.2,ue1_qfi2,1,66.5,66.5,30.303,ok,33.0,,pending,,pending,False,TwoTier,1818006482
ue8_qfi9,297.75,300.0,300.25,300.25,ok,0.26839497896706266,ok,ue4_qfi1,0,0,0,119.24999999999963,data,ok,2.0,False,,proxy,3,0,ue2_qfi2,0.993421052631579,152,150.0,ok,ue3_qfi2,28.163,ok,8,ok,8,ue5_qfi2,0.96288,ok,0.9561125750716808,proxy,5,0.9436718658648974,68146033.6,ok,0.005218181818181818,ok,0.9326875,0.0367203125,ok,ue7_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue3_qfi2,18.982,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,PF,377217572
ue3_qfi9,142.5,299.0,299.75,300.0,ok,0.26567918708128296,ok,ue3_qfi1,0,0,0,117.99999999999989,data,ok,2.0,False,,proxy,3,0,ue7_qfi2,0.0,147,150.0,ok,ue2_qfi2,19.719,ok,6,ok,8,ue7_qfi2,0.0,ok,0.8093045962046805,proxy,5,0.808005335321004,67580945.6,ok,0.004340909090909091,ok,0.9340431818181818,0.090165625,ok,ue6_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue6_qfi9,263.0,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,Reservation,377217572
ue8_qfi9,239.5,299.5,300.0,300.25,ok,0.30849789905070385,ok,ue7_qfi1,0,0,0,334.99999999999994,data,ok,2.0,False,,proxy,3,0,ue8_qfi2,0.5197368421052632,152,150.0,ok,ue7_qfi2,85.797,ok,5,ok,8,ue8_qfi2,0.5078088,ok,0.8381217140900084,proxy,5,0.7186512791879651,63858241.6,ok,0.004622727272727273,ok,0.9332272727272727,0.0364515625,ok,ue7_qfi1,0.4,15,100.0,data,ok,0.0,ue3_qfi9,283.75,ok,30.4,ue5_qfi2,5,78.5,365.75,30.303,ok,33.0,,pending,,pending,False,TwoTier,377217572
ue8_qfi9,297.25,299.75,300.0,300.25,ok,0.2805399791814463,ok,ue7_qfi1,0,0,0,133.75000000000003,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue4_qfi2,27.617,ok,8,ok,8,ue4_qfi2,0.9582956,ok,0.9521333255160641,proxy,5,0.943344332916918,67060888.0,ok,0.005559090909090909,ok,0.9337261363636363,0.0368359375,ok,ue3_qfi1,0.5102040816326531,49,100.0,data,ok,0.0,ue7_qfi1,29.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,PF,191741830
ue8_qfi9,296.25,299.75,300.0,300.25,ok,0.29121743130058914,ok,ue2_qfi1,0,0,0,123.75000000000026,data,ok,2.0,False,,proxy,3,0,ue7_qfi2,0.0,147,150.0,ok,ue8_qfi2,24.87,ok,6,ok,8,ue7_qfi2,0.0,ok,0.8693740465340607,proxy,5,0.8092439225800914,65837331.199999996,ok,0.0043795454545454545,ok,0.9293681818181818,0.0944984375,ok,ue3_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue8_qfi2,107.197,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,Reservation,191741830
ue4_qfi9,32.25,63.25,70.75,83.75,ok,0.3644544454566458,ok,ue4_qfi1,0,0,0,137.9999999999999,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.0,147,150.0,ok,ue5_qfi2,25.991,ok,5,ok,8,ue6_qfi2,0.0,ok,0.7186822616976846,proxy,5,0.7186134204677687,59162907.2,ok,0.005197727272727273,ok,0.9330659090909091,0.0385640625,ok,ue5_qfi1,0.40816326530612246,49,100.0,data,ok,0.0,ue4_qfi9,51.5,ok,30.4,ue3_qfi2,1,70.25,70.25,30.303,ok,33.0,,pending,,pending,False,TwoTier,191741830
ue8_qfi9,297.25,299.75,300.0,300.25,ok,0.30118800356927095,ok,ue2_qfi1,0,0,0,140.50000000000006,data,ok,2.0,False,,proxy,3,0,ue5_qfi2,0.993421052631579,152,150.0,ok,ue2_qfi2,25.631,ok,8,ok,8,ue5_qfi2,0.9629204,ok,0.9461533822427519,proxy,5,0.9378253789656734,65390153.6,ok,0.005465909090909091,ok,0.9327318181818182,0.039590625,ok,ue7_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue2_qfi1,41.0,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,PF,1853662620
ue7_qfi9,296.75,300.0,300.0,300.25,ok,0.3213660635369665,ok,ue3_qfi1,0,0,0,126.2500000000002,data,ok,2.0,False,,proxy,3,0,ue8_qfi2,0.0,147,150.0,ok,ue7_qfi2,22.25,ok,7,ok,8,ue8_qfi2,0.0,ok,0.8800360022946961,proxy,5,0.8745726915469265,63643065.6,ok,0.004497727272727273,ok,0.9323579545454546,0.105478125,ok,ue2_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue3_qfi1,23.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,Reservation,1853662620
ue4_qfi9,23.5,66.0,72.25,79.0,ok,0.36366659646389027,ok,ue2_qfi1,0,0,0,115.25000000000007,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.0,147,150.0,ok,ue3_qfi2,26.462,ok,5,ok,8,ue6_qfi2,0.0,ok,0.7186608499400673,proxy,5,0.7186163054153766,59441945.6,ok,0.00465,ok,0.9330227272727273,0.0414796875,ok,ue1_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue4_qfi9,55.5,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,TwoTier,1853662620
ue8_qfi9,297.75,300.0,300.0,300.25,ok,0.27810915587568774,ok,ue6_qfi1,0,0,0,125.0,data,ok,2.0,False,,proxy,3,0,ue5_qfi2,0.993421052631579,152,150.0,ok,ue4_qfi2,26.5,ok,8,ok,8,ue8_qfi2,0.9604764,ok,0.953500712166058,proxy,5,0.9389800541215729,67419939.2,ok,0.004861363636363637,ok,0.9330681818181819,0.036934375,ok,ue1_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue6_qfi1,26.0,ok,30.2,ue5_qfi2,1,69.25,69.25,30.303,ok,33.0,,pending,,pending,False,PF,47463574
ue6_qfi9,141.25,298.75,299.75,300.0,ok,0.28257472381785737,ok,ue3_qfi1,0,0,0,121.2500000000003,data,ok,2.0,False,,proxy,3,0,ue7_qfi2,0.0,147,150.0,ok,ue1_qfi2,20.066,ok,6,ok,8,ue7_qfi2,0.0,ok,0.8086324949532896,proxy,5,0.803556082427002,66000334.4,ok,0.004345454545454546,ok,0.9327897727272727,0.0911,ok,ue1_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue3_qfi9,263.0,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,Reservation,47463574
ue7_qfi9,290.75,299.75,300.0,300.25,ok,0.27395942073692575,ok,ue4_qfi1,0,0,0,493.75000000000034,data,ok,2.0,False,,proxy,3,0,ue5_qfi2,0.993421052631579,152,150.0,ok,ue4_qfi2,70.367,ok,8,ok,8,ue8_qfi2,0.9611116,ok,0.9312888151192862,proxy,5,0.9059731601573049,67376948.8,ok,0.005031818181818182,ok,0.9330761363636364,0.03635,ok,ue4_qfi1,0.36585365853658536,41,100.0,data,ok,0.0,ue3_qfi9,147.75,ok,30.2,ue5_qfi2,5,106.25,449.75,30.303,ok,33.0,,pending,,pending,False,TwoTier,47463574
ue7_qfi9,297.75,300.0,300.0,300.25,ok,0.26096843787415896,ok,ue4_qfi1,0,0,0,137.2500000000003,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue1_qfi2,26.206,ok,8,ok,8,ue5_qfi2,0.9554308,ok,0.9585356673090916,proxy,5,0.9567591067337774,68708016.0,ok,0.0053363636363636365,ok,0.9327556818181818,0.03579375,ok,ue6_qfi1,0.40816326530612246,49,100.0,data,ok,0.0,ue4_qfi1,46.0,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,PF,1162779115
ue7_qfi9,296.25,299.75,300.0,300.25,ok,0.28346648675391806,ok,ue5_qfi1,0,0,0,125.24999999999986,data,ok,2.0,False,,proxy,3,0,ue8_qfi2,0.0,148,150.0,ok,ue3_qfi2,21.199,ok,7,ok,8,ue8_qfi2,0.0,ok,0.8876516849666002,proxy,5,0.8845229688290196,66635172.8,ok,0.004245454545454545,ok,0.9324102272727273,0.09594375,ok,ue1_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue5_qfi1,20.0,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,Reservation,1162779115
ue1_qfi9,22.25,50.5,58.5,62.25,ok,0.3633123811694704,ok,ue4_qfi1,0,0,0,117.24999999999986,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.0,147,150.0,ok,ue1_qfi2,23.811,ok,5,ok,8,ue6_qfi2,0.0,ok,0.7186900589005314,proxy,5,0.7186582789068916,59376227.2,ok,0.004754545454545455,ok,0.9322863636363636,0.03790625,ok,ue3_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue3_qfi9,41.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,TwoTier,1162779115
ue8_qfi9,298.0,300.0,300.25,300.25,ok,0.2741142050129866,ok,ue3_qfi1,0,0,0,127.7499999999998,data,ok,2.0,False,,proxy,3,0,ue3_qfi2,0.993421052631579,152,150.0,ok,ue4_qfi2,25.79,ok,8,ok,8,ue1_qfi2,0.9621768,ok,0.9544044613067673,proxy,5,0.9452260736136752,67684265.6,ok,0.005315909090909091,ok,0.9332590909090909,0.0380375,ok,ue3_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue3_qfi1,25.25,ok,30.2,ue3_qfi2,1,68.75,68.75,30.303,ok,33.0,,pending,,pending,False,PF,172656923
ue1_qfi9,293.5,299.75,300.0,300.25,ok,0.29022532873560647,ok,ue2_qfi1,0,0,0,121.49999999999972,data,ok,2.0,False,,proxy,3,0,ue7_qfi2,0.0,147,150.0,ok,ue2_qfi2,19.987,ok,6,ok,8,ue7_qfi2,0.0,ok,0.8083712883451349,proxy,5,0.806759196254571,65329112.0,ok,0.004284090909090909,ok,0.9332920454545455,0.098184375,ok,ue5_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue5_qfi9,246.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,Reservation,172656923
ue1_qfi9,22.25,55.5,60.5,63.25,ok,0.36270043882399,ok,ue5_qfi1,0,0,0,113.00000000000043,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.0,147,150.0,ok,ue5_qfi2,24.46,ok,5,ok,8,ue6_qfi2,0.0,ok,0.7186854189339266,proxy,5,0.7186704109544825,59519944.0,ok,0.005131818181818182,ok,0.9339329545454546,0.038825,ok,ue5_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue1_qfi9,41.0,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,TwoTier,172656923
ue8_qfi9,297.75,300.0,300.0,300.25,ok,0.28927819528543974,ok,ue5_qfi1,0,0,0,190.25000000000003,data,ok,2.0,False,,proxy,3,0,ue5_qfi2,0.993421052631579,152,150.0,ok,ue4_qfi2,25.89,ok,8,ok,8,ue6_qfi2,0.9645044,ok,0.9502669071020593,proxy,5,0.9464738825564531,66365782.4,ok,0.0053,ok,0.9298556818181818,0.03824375,ok,ue8_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue1_qfi1,24.25,ok,30.2,ue5_qfi2,1,72.5,72.5,30.303,ok,33.0,,pending,,pending,False,PF,643626383
ue7_qfi9,296.75,300.0,300.25,300.25,ok,0.2988950344542105,ok,ue7_qfi1,0,0,0,122.74999999999991,data,ok,2.0,False,,proxy,3,0,ue8_qfi2,0.0,147,150.0,ok,ue5_qfi2,22.005,ok,7,ok,8,ue8_qfi2,0.0,ok,0.8841775269687802,proxy,5,0.8803565238365514,65455716.8,ok,0.004320454545454546,ok,0.9308375,0.100078125,ok,ue4_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue5_qfi1,18.75,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,Reservation,643626383
ue1_qfi9,20.0,44.75,53.0,57.75,ok,0.36282450912682346,ok,ue3_qfi1,0,0,0,113.99999999999989,data,ok,2.0,False,,proxy,3,0,ue6_qfi2,0.0,148,150.0,ok,ue4_qfi2,24.076,ok,5,ok,8,ue6_qfi2,0.0,ok,0.7186715182374619,proxy,5,0.7185558928120999,59588782.4,ok,0.0052977272727272725,ok,0.9295375,0.039790625,ok,ue4_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue1_qfi9,37.75,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,TwoTier,643626383
ue8_qfi9,297.75,300.0,300.0,300.25,ok,0.2662815572607046,ok,ue7_qfi1,0,0,0,197.75000000000009,data,ok,2.0,False,,proxy,3,0,ue4_qfi2,0.9868421052631579,152,150.0,ok,ue7_qfi2,28.607,ok,8,ok,8,ue2_qfi2,0.953988,ok,0.9568994018490887,proxy,5,0.9504488082136882,68293448.0,ok,0.004652272727272727,ok,0.9330352272727273,0.0350265625,ok,ue7_qfi1,0.4583333333333333,48,100.0,data,ok,0.0,ue5_qfi1,32.0,ok,30.0,ue4_qfi2,2,68.5,135.75,30.303,ok,33.0,,pending,,pending,False,PF,1033071480
ue6_qfi9,216.0,298.75,299.75,300.0,ok,0.2638309360919517,ok,ue1_qfi1,0,0,0,122.50000000000006,data,ok,2.0,False,,proxy,3,0,ue7_qfi2,0.0,147,150.0,ok,ue3_qfi2,19.75,ok,6,ok,8,ue7_qfi2,0.0,ok,0.8099766291741849,proxy,5,0.8083728852606297,67827617.6,ok,0.0043022727272727275,ok,0.9323397727272728,0.084925,ok,ue3_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue4_qfi9,150.5,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,False,Reservation,1033071480
