plain/core	52	0
plain/sensor_dense	25	0
plain/g10	78	0
plain/g7	24	0
plain/g2	13	0
attach/core	53	0
attach/sensor_dense	25	0
attach/g10	82	0
attach/g7	26	0
attach/g2	14	0
ALLDONE
