M01.flow,M01.p50,M01.p95,M01.p98,M01.p99,M01.status,M02,M02.status,M03.flow,M03.gap_count_over_t_live,M03.gap_count_over_t_live_over_2,M03.gap_count_over_t_live_over_4,M03.max_gap_ms,M03.role,M03.status,M03.t_live_s,M04.exceeds_threshold,M04.flow,M04.status,M04.threshold_n,M04.worst_consecutive_miss_slots,M05.flow,M05.fraction,M05.frame_count,M05.pdb_ms,M05.status,M06.flow,M06.p95_ms,M06.status,M07.met,M07.status,M07.total,M08.flow,M08.fraction,M08.status,M09.mean,M09.status,M09.windows,M09.worst,M10,M10.status,M11.dl,M11.status,M11.ul,M12,M12.status,M14.flow,M14.fraction,M14.interval_count,M14.pdb_ms,M14.role,M14.status,M14.survival_time_ms,M15.flow,M15.jitter_ms,M15.status,M17.effective_fps,M17.flow,M17.freeze_count,M17.freeze_max_duration_ms,M17.freeze_total_duration_ms,M17.source_fps,M17.status,M17.xr_frame_period_ms,M18,M18.status,M19,M19.status,k2_slots,load_mult,n_ues,scheduler,seed,shared_lcg
ue4_qfi9,7.75,15.75,18.0,19.75,ok,0.0,ok,ue4_qfi1,0,0,0,109.99999999999999,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue4_qfi2,16.452,ok,4,ok,4,ue1_qfi2,0.9670856,ok,0.999958701980395,proxy,5,0.9999235255407143,39758241.6,ok,0.0027090909090909093,ok,0.8860306818181818,0.037603125,ok,ue2_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue4_qfi2,12.224,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,1,0.75,4,TwoTier,1097657231,True
ue2_qfi9,4.25,11.0,12.75,13.75,ok,0.0,ok,ue4_qfi1,0,0,0,109.75000000000001,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue4_qfi2,12.6,ok,4,ok,4,ue3_qfi2,0.9629795999999999,ok,0.9999904998155177,proxy,5,0.9999837974309576,39657163.2,ok,0.002065909090909091,ok,0.5706204545454545,0.038828125,ok,ue1_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue4_qfi1,10.0,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,1,0.75,4,PF,579362555,True
ue4_qfi9,5.5,12.5,13.75,14.75,ok,0.0,ok,ue2_qfi1,0,0,0,110.50000000000004,data,ok,2.0,False,,proxy,3,0,ue3_qfi2,0.993421052631579,152,150.0,ok,ue4_qfi2,14.087,ok,4,ok,4,ue3_qfi2,0.9627591999999999,ok,0.9999897727339601,proxy,5,0.9999832160428539,39653553.6,ok,0.0021636363636363637,ok,0.752246590909091,0.0537765625,ok,ue4_qfi1,0.5102040816326531,49,100.0,data,ok,0.0,ue4_qfi1,10.0,ok,30.2,ue3_qfi2,1,67.25,67.25,30.303,ok,33.0,,pending,,pending,1,0.75,4,Reservation,579362555,True
ue4_qfi9,7.25,15.0,16.75,18.0,ok,0.0,ok,ue2_qfi1,0,0,0,111.25000000000007,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue1_qfi2,16.745,ok,4,ok,4,ue3_qfi2,0.9629795999999999,ok,0.9999802086818257,proxy,5,0.9999694602044468,39644241.6,ok,0.0023545454545454546,ok,0.8701170454545455,0.0330484375,ok,ue2_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue2_qfi1,11.5,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,1,0.75,4,TwoTier,579362555,True
ue3_qfi9,4.5,11.5,13.0,14.0,ok,0.0,ok,ue4_qfi1,0,0,0,111.75,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue3_qfi2,12.796,ok,4,ok,4,ue1_qfi2,0.9762448,ok,0.9999884874081817,proxy,5,0.9999803094639442,39883608.0,ok,0.0022272727272727275,ok,0.5660556818181818,0.0373625,ok,ue3_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue4_qfi1,13.0,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,1,0.75,4,PF,661058651,True
ue3_qfi9,6.0,13.0,14.5,15.5,ok,0.0,ok,ue3_qfi1,0,0,0,112.24999999999996,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,0.9868421052631579,152,150.0,ok,ue2_qfi2,13.752,ok,4,ok,4,ue1_qfi2,0.9746775999999999,ok,0.99998420315048,proxy,5,0.9999779084213585,39877614.4,ok,0.0023272727272727273,ok,0.7478886363636363,0.0507078125,ok,ue4_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue3_qfi1,11.25,ok,30.0,ue1_qfi2,1,66.25,66.25,30.303,ok,33.0,,pending,,pending,1,0.75,4,Reservation,661058651,True
ue2_qfi9,6.75,14.75,16.75,18.25,ok,0.0,ok,ue1_qfi1,0,0,0,110.25000000000018,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue4_qfi2,15.92,ok,4,ok,4,ue1_qfi2,0.9762448,ok,0.9999456536220862,proxy,5,0.9999112868220202,39853240.0,ok,0.0023477272727272726,ok,0.8669375,0.0314328125,ok,ue3_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue2_qfi9,11.5,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,1,0.75,4,TwoTier,661058651,True
ue3_qfi9,4.5,11.75,13.75,15.0,ok,0.0,ok,ue1_qfi1,0,0,0,111.75000000000024,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue1_qfi2,13.511,ok,4,ok,4,ue3_qfi2,0.9699244,ok,0.9999618236792166,proxy,5,0.9999104270584985,39660456.0,ok,0.002352272727272727,ok,0.5972261363636364,0.043296875,ok,ue4_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue1_qfi1,11.5,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,1,0.75,4,PF,87989972,True
ue3_qfi9,5.75,12.75,14.25,15.0,ok,0.0,ok,ue3_qfi1,0,0,0,111.0,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue4_qfi2,14.126,ok,4,ok,4,ue3_qfi2,0.9699244,ok,0.999979784647423,proxy,5,0.9999632737051071,39676244.8,ok,0.0026295454545454547,ok,0.7753761363636363,0.060084375,ok,ue4_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue3_qfi1,11.0,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,1,0.75,4,Reservation,87989972,True
ue1_qfi9,7.0,15.0,17.0,18.5,ok,0.0,ok,ue3_qfi1,0,0,0,110.5,data,ok,2.0,False,,proxy,3,0,ue3_qfi2,0.993421052631579,152,150.0,ok,ue1_qfi2,16.624,ok,4,ok,4,ue3_qfi2,0.9695836,ok,0.9999504663603416,proxy,5,0.9999136869365591,39669350.4,ok,0.003015909090909091,ok,0.881346590909091,0.0362921875,ok,ue2_qfi1,0.5102040816326531,49,100.0,data,ok,0.0,ue1_qfi2,11.517000000000001,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,1,0.75,4,TwoTier,87989972,True
ue1_qfi9,4.75,11.5,13.0,14.0,ok,0.0,ok,ue4_qfi1,0,0,0,109.24999999999984,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue1_qfi2,12.284,ok,4,ok,4,ue2_qfi2,0.9632731999999999,ok,0.9999907885493109,proxy,5,0.9999848370014688,39727115.2,ok,0.002175,ok,0.5791988636363636,0.0393546875,ok,ue3_qfi1,0.5306122448979592,49,100.0,data,ok,0.0,ue1_qfi9,9.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,1,0.75,4,PF,161576974,True
ue1_qfi9,5.75,13.0,14.25,15.0,ok,0.0,ok,ue2_qfi1,0,0,0,111.25000000000007,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue3_qfi2,13.48,ok,4,ok,4,ue2_qfi2,0.9632731999999999,ok,0.999983165763533,proxy,5,0.9999729529247592,39740572.8,ok,0.0021113636363636365,ok,0.759753409090909,0.0556953125,ok,ue1_qfi1,0.5306122448979592,49,100.0,data,ok,0.0,ue4_qfi1,12.75,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,1,0.75,4,Reservation,161576974,True
ue3_qfi9,7.25,15.0,16.75,18.0,ok,0.0,ok,ue1_qfi1,0,0,0,112.75000000000013,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue3_qfi2,16.315,ok,4,ok,4,ue2_qfi2,0.9632731999999999,ok,0.9999700196106778,proxy,5,0.9999406708239231,39713896.0,ok,0.003109090909090909,ok,0.876525,0.033775,ok,ue1_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue1_qfi1,11.5,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,1,0.75,4,TwoTier,161576974,True
ue3_qfi9,4.75,11.75,13.5,14.5,ok,0.0,ok,ue1_qfi1,0,0,0,111.75000000000024,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue3_qfi2,13.097,ok,4,ok,4,ue4_qfi2,0.9572451999999999,ok,0.9999895030087996,proxy,5,0.9999802752345103,39631526.4,ok,0.0022840909090909092,ok,0.5916568181818181,0.0432484375,ok,ue3_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue1_qfi1,11.75,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,1,0.75,4,PF,35492826,True
ue3_qfi9,5.75,13.25,14.75,15.75,ok,0.0,ok,ue3_qfi1,0,0,0,112.99999999999999,data,ok,2.0,False,,proxy,3,0,ue3_qfi2,0.993421052631579,152,150.0,ok,ue3_qfi2,14.0,ok,4,ok,4,ue4_qfi2,0.9572451999999999,ok,0.9999854057485585,proxy,5,0.9999744196967091,39620288.0,ok,0.002525,ok,0.7678522727272727,0.0609921875,ok,ue4_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue2_qfi1,12.75,ok,30.2,ue3_qfi2,1,70.5,70.5,30.303,ok,33.0,,pending,,pending,1,0.75,4,Reservation,35492826,True
ue3_qfi9,7.5,15.5,17.75,18.75,ok,0.0,ok,ue2_qfi1,0,0,0,112.0000000000001,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue4_qfi2,17.0,ok,4,ok,4,ue4_qfi2,0.9572451999999999,ok,0.9999780035846724,proxy,5,0.9999678741440695,39629724.8,ok,0.0030636363636363634,ok,0.8805318181818181,0.0366828125,ok,ue2_qfi1,0.5102040816326531,49,100.0,data,ok,0.0,ue1_qfi2,11.790000000000001,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,1,0.75,4,TwoTier,35492826,True
ue3_qfi9,5.0,12.25,13.75,15.0,ok,0.0,ok,ue4_qfi1,0,0,0,109.99999999999987,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue3_qfi2,13.618,ok,3,ok,4,ue1_qfi2,0.9494504,ok,0.9999533341129274,proxy,5,0.9998152141377185,39712828.800000004,ok,0.002256818181818182,ok,0.5854125,0.0406875,ok,ue2_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue4_qfi1,11.75,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,1,0.75,4,PF,376383645,True
ue3_qfi9,6.25,13.75,15.0,16.0,ok,0.0,ok,ue2_qfi1,0,0,0,110.7499999999999,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue2_qfi2,14.0,ok,3,ok,4,ue1_qfi2,0.9494504,ok,0.9999520524504188,proxy,5,0.9998146395840923,39714896.0,ok,0.0023954545454545457,ok,0.7639284090909091,0.0565734375,ok,ue1_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue3_qfi9,9.75,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,1,0.75,4,Reservation,376383645,True
ue4_qfi9,7.25,15.0,17.0,18.0,ok,0.0,ok,ue1_qfi1,0,0,0,109.99999999999987,data,ok,2.0,False,,proxy,3,0,ue3_qfi2,0.993421052631579,152,150.0,ok,ue4_qfi2,17.161,ok,3,ok,4,ue1_qfi2,0.9494504,ok,0.9999260139781532,proxy,5,0.9997462612987128,39678953.6,ok,0.0027181818181818184,ok,0.878925,0.034375,ok,ue4_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue4_qfi2,11.361999999999998,ok,30.2,ue3_qfi2,1,71.75,71.75,30.303,ok,33.0,,pending,,pending,1,0.75,4,TwoTier,376383645,True
ue4_qfi9,4.75,12.0,13.25,14.25,ok,0.0,ok,ue2_qfi1,0,0,0,108.75000000000013,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,0.993421052631579,152,150.0,ok,ue4_qfi2,12.934,ok,4,ok,4,ue3_qfi2,0.9703068,ok,0.9999900312115366,proxy,5,0.9999818265026803,39755952.0,ok,0.0021454545454545454,ok,0.5714625,0.03749375,ok,ue4_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue2_qfi1,13.25,ok,30.2,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,1,0.75,4,PF,1746484539,True
ue4_qfi9,6.0,13.25,14.5,15.25,ok,0.0,ok,ue4_qfi1,0,0,0,112.75000000000013,data,ok,2.0,False,,proxy,3,0,ue3_qfi2,0.9868421052631579,152,150.0,ok,ue4_qfi2,13.931,ok,4,ok,4,ue3_qfi2,0.9685744000000001,ok,0.9999857412765533,proxy,5,0.9999778600651275,39739464.0,ok,0.002306818181818182,ok,0.7559306818181818,0.0521140625,ok,ue2_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue4_qfi1,12.0,ok,30.0,ue3_qfi2,1,66.5,66.5,30.303,ok,33.0,,pending,,pending,1,0.75,4,Reservation,1746484539,True
ue3_qfi9,7.0,14.75,17.0,18.25,ok,0.0,ok,ue4_qfi1,0,0,0,111.25000000000007,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue3_qfi2,16.142,ok,4,ok,4,ue3_qfi2,0.9703068,ok,0.9999544768341547,proxy,5,0.9999384405759694,39737680.0,ok,0.0025454545454545456,ok,0.8713022727272727,0.0318546875,ok,ue3_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue3_qfi2,11.686,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,1,0.75,4,TwoTier,1746484539,True
ue1_qfi9,4.5,11.25,12.75,13.75,ok,0.0,ok,ue1_qfi1,0,0,0,108.99999999999999,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue3_qfi2,13.001,ok,4,ok,4,ue4_qfi2,0.967874,ok,0.999972235443342,proxy,5,0.9999398640914663,39755440.0,ok,0.0021681818181818182,ok,0.5612409090909091,0.0359125,ok,ue3_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue1_qfi9,9.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,2,0.75,4,PF,1826701614,True
ue3_qfi9,5.75,12.75,14.25,15.0,ok,0.0,ok,ue1_qfi1,0,0,0,110.50000000000004,data,ok,2.0,False,,proxy,3,0,ue4_qfi2,0.993421052631579,152,150.0,ok,ue3_qfi2,13.201,ok,4,ok,4,ue4_qfi2,0.9676431999999999,ok,0.9999870644267729,proxy,5,0.9999748674876004,39743929.6,ok,0.0023545454545454546,ok,0.7494034090909091,0.0495234375,ok,ue2_qfi1,0.5102040816326531,49,100.0,data,ok,0.0,ue2_qfi1,10.75,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,2,0.75,4,Reservation,1826701614,True
ue4_qfi9,7.0,14.75,16.25,17.5,ok,0.0,ok,ue1_qfi1,0,0,0,111.49999999999993,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue4_qfi2,15.712,ok,4,ok,4,ue4_qfi2,0.967874,ok,0.9999642354419789,proxy,5,0.9999234174243626,39734843.199999996,ok,0.002475,ok,0.8624863636363637,0.0309359375,ok,ue3_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue1_qfi1,10.75,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,2,0.75,4,TwoTier,1826701614,True
ue3_qfi9,4.75,11.5,13.25,14.5,ok,0.0,ok,ue2_qfi1,0,0,0,112.25,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue3_qfi2,12.764,ok,4,ok,4,ue1_qfi2,0.964206,ok,0.999988660293012,proxy,5,0.9999837864848428,39646923.2,ok,0.0020954545454545453,ok,0.5734306818181818,0.0380546875,ok,ue4_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue2_qfi1,12.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,2,0.75,4,PF,1367864806,True
ue1_qfi9,5.5,12.75,14.25,15.25,ok,0.0,ok,ue3_qfi1,0,0,0,113.24999999999986,data,ok,2.0,False,,proxy,3,0,ue3_qfi2,0.993421052631579,152,150.0,ok,ue3_qfi2,14.217,ok,4,ok,4,ue1_qfi2,0.964206,ok,0.9999784507335587,proxy,5,0.9999589479204154,39628040.0,ok,0.0023113636363636366,ok,0.7605784090909091,0.052528125,ok,ue1_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue3_qfi1,12.75,ok,30.2,ue3_qfi2,1,67.25,67.25,30.303,ok,33.0,,pending,,pending,2,0.75,4,Reservation,1367864806,True
ue1_qfi9,6.75,14.25,16.5,18.0,ok,0.0,ok,ue4_qfi1,0,0,0,112.74999999999969,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue1_qfi2,16.007,ok,4,ok,4,ue1_qfi2,0.964206,ok,0.9999679614039854,proxy,5,0.9999485214393552,39617059.2,ok,0.0023977272727272727,ok,0.8696477272727273,0.0325828125,ok,ue3_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue1_qfi1,13.0,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,2,0.75,4,TwoTier,1367864806,True
ue4_qfi9,5.0,12.5,14.0,15.0,ok,0.0,ok,ue1_qfi1,0,0,0,108.99999999999999,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue4_qfi2,13.405,ok,4,ok,4,ue1_qfi2,0.9670856,ok,0.9999895994604119,proxy,5,0.9999823100139773,39795174.4,ok,0.0028227272727272728,ok,0.6006227272727273,0.044271875,ok,ue3_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue4_qfi1,10.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,2,0.75,4,PF,1097657231,True
ue1_qfi9,6.0,13.5,15.0,16.0,ok,0.0,ok,ue1_qfi1,0,0,0,111.75000000000024,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue2_qfi2,14.0,ok,4,ok,4,ue1_qfi2,0.9670856,ok,0.9999852996461126,proxy,5,0.999976381531086,39789542.4,ok,0.0024704545454545456,ok,0.7789125,0.06156875,ok,ue2_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue1_qfi1,10.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,2,0.75,4,Reservation,1097657231,True
ue3_qfi9,7.25,15.0,17.0,18.25,ok,0.0,ok,ue2_qfi1,0,0,0,110.7499999999999,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue3_qfi2,16.504,ok,4,ok,4,ue1_qfi2,0.9670856,ok,0.999954511876233,proxy,5,0.9999228115520357,39772262.4,ok,0.0031295454545454547,ok,0.8784863636363637,0.037321875,ok,ue2_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue2_qfi1,11.0,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,2,0.75,4,TwoTier,1097657231,True
ue4_qfi9,4.75,11.5,13.0,13.75,ok,0.0,ok,ue4_qfi1,0,0,0,112.49999999999983,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue4_qfi2,12.997,ok,4,ok,4,ue3_qfi2,0.9629795999999999,ok,0.9999902744486903,proxy,5,0.9999842202809412,39662278.4,ok,0.002502272727272727,ok,0.5663113636363636,0.038421875,ok,ue3_qfi1,0.42857142857142855,49,100.0,data,ok,0.0,ue4_qfi1,12.5,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,2,0.75,4,PF,579362555,True
ue4_qfi9,5.75,12.75,14.25,15.0,ok,0.0,ok,ue4_qfi1,0,0,0,112.0000000000001,data,ok,2.0,False,,proxy,3,0,ue4_qfi2,0.993421052631579,152,150.0,ok,ue3_qfi2,13.866,ok,4,ok,4,ue3_qfi2,0.9629795999999999,ok,0.9999857946731859,proxy,5,0.9999763077828402,39659729.6,ok,0.002340909090909091,ok,0.7580386363636363,0.0526296875,ok,ue1_qfi1,0.5306122448979592,49,100.0,data,ok,0.0,ue4_qfi1,11.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,2,0.75,4,Reservation,579362555,True
ue4_qfi9,7.25,14.5,16.25,17.5,ok,0.0,ok,ue1_qfi1,0,0,0,110.0,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue4_qfi2,15.824,ok,4,ok,4,ue3_qfi2,0.9629795999999999,ok,0.9999779271819349,proxy,5,0.9999602123781978,39645004.8,ok,0.002290909090909091,ok,0.8688931818181819,0.032896875,ok,ue2_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue3_qfi9,10.75,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,2,0.75,4,TwoTier,579362555,True
ue3_qfi9,4.75,11.75,13.25,14.0,ok,0.0,ok,ue2_qfi1,0,0,0,109.24999999999984,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue3_qfi2,13.296,ok,4,ok,4,ue1_qfi2,0.9762448,ok,0.9999881153826479,proxy,5,0.9999811942787155,39871072.0,ok,0.0023954545454545457,ok,0.5614977272727273,0.036840625,ok,ue3_qfi1,0.3877551020408163,49,100.0,data,ok,0.0,ue2_qfi1,9.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,2,0.75,4,PF,661058651,True
ue4_qfi9,5.25,12.5,14.0,15.0,ok,0.0,ok,ue1_qfi1,0,0,0,111.7499999999998,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue3_qfi2,13.561,ok,4,ok,4,ue1_qfi2,0.9762448,ok,0.9999880492483602,proxy,5,0.9999794860400885,39877112.0,ok,0.002161363636363636,ok,0.7487136363636364,0.0499921875,ok,ue2_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue1_qfi1,12.0,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,2,0.75,4,Reservation,661058651,True
ue4_qfi9,7.0,14.75,17.0,18.5,ok,0.0,ok,ue2_qfi1,0,0,0,111.49999999999993,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,0.993421052631579,152,150.0,ok,ue3_qfi2,16.208,ok,4,ok,4,ue1_qfi2,0.9749744,ok,0.99993084044342,proxy,5,0.9999023272230368,39841604.8,ok,0.0025068181818181817,ok,0.8605420454545455,0.031096875,ok,ue2_qfi1,0.5102040816326531,49,100.0,data,ok,0.0,ue4_qfi9,11.5,ok,30.2,ue2_qfi2,1,70.5,70.5,30.303,ok,33.0,,pending,,pending,2,0.75,4,TwoTier,661058651,True
ue3_qfi9,4.75,12.0,14.0,15.0,ok,0.0,ok,ue3_qfi1,0,0,0,112.0,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue3_qfi2,14.324,ok,4,ok,4,ue3_qfi2,0.9699244,ok,0.9999809268977409,proxy,5,0.999965531220718,39681801.6,ok,0.0022727272727272726,ok,0.5933409090909091,0.0427796875,ok,ue2_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue3_qfi1,13.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,2,0.75,4,PF,87989972,True
ue3_qfi9,5.75,13.0,14.5,15.25,ok,0.0,ok,ue1_qfi1,0,0,0,111.0,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue3_qfi2,14.362,ok,4,ok,4,ue3_qfi2,0.9699244,ok,0.9999864508940668,proxy,5,0.9999775409955424,39667678.4,ok,0.0023613636363636363,ok,0.7763670454545455,0.05928125,ok,ue1_qfi1,0.4897959183673469,49,100.0,data,ok,0.0,ue1_qfi1,10.0,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,2,0.75,4,Reservation,87989972,True
ue4_qfi9,7.25,15.0,17.25,18.75,ok,0.0,ok,ue1_qfi1,0,0,0,110.25000000000018,data,ok,2.0,False,,proxy,3,0,ue2_qfi2,0.993421052631579,152,150.0,ok,ue3_qfi2,16.432,ok,4,ok,4,ue2_qfi2,0.9691088,ok,0.9999302345868888,proxy,5,0.9999039686949834,39652611.2,ok,0.00305,ok,0.8784340909090909,0.0361703125,ok,ue4_qfi1,0.5306122448979592,49,100.0,data,ok,0.0,ue4_qfi9,11.5,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,2,0.75,4,TwoTier,87989972,True
ue1_qfi9,4.75,11.75,13.5,14.5,ok,0.0,ok,ue4_qfi1,0,0,0,109.24999999999984,data,ok,2.0,False,,proxy,3,0,ue4_qfi2,0.993421052631579,152,150.0,ok,ue1_qfi2,13.109,ok,4,ok,4,ue2_qfi2,0.9632731999999999,ok,0.9999895587221292,proxy,5,0.9999847960459333,39720123.2,ok,0.0021795454545454544,ok,0.5743295454545455,0.038884375,ok,ue3_qfi1,0.46938775510204084,49,100.0,data,ok,0.0,ue1_qfi1,11.5,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,2,0.75,4,PF,161576974,True
ue1_qfi9,5.75,13.0,14.25,15.0,ok,0.0,ok,ue4_qfi1,0,0,0,111.25000000000007,data,ok,2.0,False,,proxy,3,0,ue1_qfi2,1.0,152,150.0,ok,ue3_qfi2,13.52,ok,4,ok,4,ue2_qfi2,0.9632731999999999,ok,0.9999837790005905,proxy,5,0.9999748329647846,39733459.2,ok,0.002268181818181818,ok,0.7604443181818182,0.054471875,ok,ue1_qfi1,0.4489795918367347,49,100.0,data,ok,0.0,ue4_qfi1,11.25,ok,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,2,0.75,4,Reservation,161576974,True
