M01.flow,M01.p50,M01.p95,M01.p98,M01.p99,M01.status,M02,M02.status,M03.flow,M03.gap_count_over_t_live,M03.gap_count_over_t_live_over_2,M03.gap_count_over_t_live_over_4,M03.max_gap_ms,M03.role,M03.status,M03.t_live_s,M04.exceeds_threshold,M04.flow,M04.status,M04.threshold_n,M04.worst_consecutive_miss_slots,M05,M05.flow,M05.fraction,M05.frame_count,M05.pdb_ms,M05.status,M06,M06.flow,M06.p95_ms,M06.status,M07,M07.met,M07.status,M07.total,M08,M08.flow,M08.fraction,M08.status,M09.mean,M09.status,M09.windows,M09.worst,M10,M10.status,M11.dl,M11.status,M11.ul,M12,M12.status,M14.flow,M14.fraction,M14.interval_count,M14.pdb_ms,M14.role,M14.status,M14.survival_time_ms,M15.flow,M15.jitter_ms,M15.status,M17,M17.effective_fps,M17.flow,M17.freeze_count,M17.freeze_max_duration_ms,M17.freeze_total_duration_ms,M17.source_fps,M17.status,M17.xr_frame_period_ms,M18,M18.status,M19,M19.status,composition,n_ues,scheduler,seed,video_tier
ue3_qfi1,0.75,15.5,20.25,20.25,ok,0.0006009836540388616,ok,ue1_qfi85,1,1,1,3302.5,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,18.644,ok,,2,ok,3,,ue1_qfi2,0.9486602666666666,ok,0.9988245823617747,proxy,5,0.998283043908418,18119700.8,ok,0.004818181818181818,ok,0.28638977272727273,0.0231125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue3_qfi1,19.5,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,TwoTier,161576974,1.5
ue3_qfi1,0.5,15.5,18.0,18.0,ok,0.0006045395278987262,ok,ue1_qfi85,0,1,1,1693.7500000000005,data,ok,2.0,False,,proxy,3,0,,ue3_qfi2,0.993421052631579,152,150.0,ok,,ue1_qfi2,19.149,ok,,3,ok,3,,ue2_qfi2,0.9682112,ok,0.9987483355274287,proxy,5,0.9971624841102372,18203497.6,ok,0.004670454545454545,ok,0.27136704545454543,0.0230015625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue3_qfi1,17.5,ok,,30.2,ue3_qfi2,1,72.25,72.25,30.303,ok,33.0,,pending,,pending,drone_heavy,4,PF,35492826,1.5
ue3_qfi1,0.75,17.75,21.5,21.5,ok,0.00067654547781211,ok,ue1_qfi85,0,1,1,1693.7500000000005,data,ok,2.0,False,,proxy,3,0,,ue3_qfi2,0.993421052631579,152,150.0,ok,,ue2_qfi2,20.037,ok,,3,ok,3,,ue2_qfi2,0.9682112,ok,0.998529262303188,proxy,5,0.9978814586778807,18205307.2,ok,0.005234090909090909,ok,0.3306034090909091,0.03089375,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue3_qfi1,20.75,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,Reservation,35492826,1.5
ue3_qfi1,0.75,17.75,18.5,18.5,ok,0.0005567420478003944,ok,ue1_qfi85,0,1,1,1695.2499999999998,data,ok,2.0,False,,proxy,3,0,,ue2_qfi2,0.993421052631579,152,150.0,ok,,ue1_qfi2,18.42,ok,,3,ok,3,,ue2_qfi2,0.9675458666666666,ok,0.9989598192419665,proxy,5,0.998723407930697,18201526.4,ok,0.004604545454545455,ok,0.29174886363636365,0.0233703125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue3_qfi1,17.75,ok,,30.2,ue3_qfi2,1,69.0,69.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,TwoTier,35492826,1.5
ue3_qfi1,0.75,13.5,18.0,18.0,ok,0.000689401583177577,ok,ue2_qfi9,0,2,4,1008.2499999999999,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,18.833,ok,,3,ok,3,,ue3_qfi2,0.9617362666666666,ok,0.9983462773681036,proxy,5,0.9974407951830337,18106896.0,ok,0.004847727272727273,ok,0.26852613636363637,0.02158125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue2_qfi1,17.25,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,PF,376383645,1.5
ue2_qfi9,0.75,20.25,20.25,20.25,ok,0.0007093401308450342,ok,ue2_qfi9,0,1,4,1010.2499999999997,data,ok,2.0,False,,proxy,3,0,,ue3_qfi2,0.993421052631579,152,150.0,ok,,ue1_qfi2,18.854,ok,,3,ok,3,,ue3_qfi2,0.9609664000000001,ok,0.9983480191641844,proxy,5,0.9971759601394456,18102628.8,ok,0.0052,ok,0.3291545454545455,0.02921875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue2_qfi9,19.5,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,Reservation,376383645,1.5
ue3_qfi9,1.0,18.0,18.0,18.0,ok,0.0006182501982595904,ok,ue3_qfi9,0,1,4,1007.2499999999995,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,0.993421052631579,152,150.0,ok,,ue1_qfi2,18.726,ok,,3,ok,3,,ue3_qfi2,0.9617362666666666,ok,0.9986859972807801,proxy,5,0.9981909330981871,18104646.4,ok,0.004652272727272727,ok,0.29047272727272727,0.022134375,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue3_qfi9,17.0,ok,,30.2,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,TwoTier,376383645,1.5
ue2_qfi1,0.75,18.0,18.5,18.5,ok,0.0006174679386388589,ok,ue2_qfi9,0,2,4,1009.7499999999999,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,0.993421052631579,152,150.0,ok,,ue2_qfi2,19.083,ok,,3,ok,3,,ue1_qfi2,0.9641485333333334,ok,0.9986291306107906,proxy,5,0.9977952278548903,18127393.6,ok,0.004781818181818182,ok,0.2726386363636364,0.0220296875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue2_qfi1,17.75,ok,,30.2,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,PF,1746484539,1.5
ue3_qfi9,0.75,18.25,18.25,18.25,ok,0.0006883041852688962,ok,ue2_qfi9,0,1,4,1010.0000000000002,data,ok,2.0,False,,proxy,3,0,,ue2_qfi2,0.993421052631579,152,150.0,ok,,ue1_qfi2,18.284,ok,,3,ok,3,,ue1_qfi2,0.9641850666666667,ok,0.9984183259895436,proxy,5,0.9973020937612529,18119584.0,ok,0.0052681818181818186,ok,0.3302181818181818,0.029171875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue3_qfi9,17.5,ok,,30.2,ue3_qfi2,1,68.0,68.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,Reservation,1746484539,1.5
ue2_qfi9,1.0,18.0,18.0,18.0,ok,0.0005829835843538781,ok,ue2_qfi9,0,1,4,1007.2499999999995,data,ok,2.0,False,,proxy,3,0,,ue2_qfi2,0.993421052631579,152,150.0,ok,,ue1_qfi2,17.867,ok,,3,ok,3,,ue1_qfi2,0.9641850666666667,ok,0.9989069852227452,proxy,5,0.9982895785664924,18125694.400000002,ok,0.004581818181818182,ok,0.2925443181818182,0.02213125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue2_qfi1,17.25,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,TwoTier,1746484539,1.5
ue1_qfi2,3.919,9.531,11.0,11.506,ok,0.0,ok,ue2_qfi9,0,1,4,1000.0000000000002,data,ok,2.0,False,,proxy,3,0,,ue3_qfi2,0.993421052631579,152,150.0,ok,,ue1_qfi2,11.506,ok,,3,ok,3,,ue2_qfi2,0.9650136,ok,0.9999948741037624,proxy,5,0.9999817799669432,6560952.0,ok,0.004704545454545454,ok,0.10323068181818182,0.01808125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue2_qfi1,10.5,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,PF,1826701614,0.5
ue2_qfi1,0.5,6.75,13.0,13.0,ok,0.0,ok,ue2_qfi9,0,2,4,1000.75,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,11.919,ok,,3,ok,3,,ue2_qfi2,0.9650136,ok,0.9999961346558583,proxy,5,0.9999907268123694,6565979.2,ok,0.005236363636363636,ok,0.1567181818181818,0.0201359375,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue2_qfi1,12.5,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,Reservation,1826701614,0.5
ue1_qfi2,3.266,9.09,10.009,11.0,ok,0.0,ok,ue3_qfi9,0,2,4,1000.9999999999999,data,ok,2.0,False,,proxy,3,0,,ue2_qfi2,0.993421052631579,152,150.0,ok,,ue1_qfi2,10.948,ok,,3,ok,3,,ue2_qfi2,0.9623528,ok,0.9999945054416232,proxy,5,0.9999839846868708,6560712.0,ok,0.004604545454545455,ok,0.11357840909090909,0.0185921875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue2_qfi1,9.75,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,TwoTier,1826701614,0.5
ue1_qfi2,4.163,9.81,10.946,12.073,ok,9.29024957503885e-05,ok,ue3_qfi9,0,1,4,1000.5,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,11.5,ok,,3,ok,3,,ue3_qfi2,0.959668,ok,0.999994036129347,proxy,5,0.9999777072229795,6492545.6,ok,0.004686363636363636,ok,0.1041875,0.0181703125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue2_qfi1,10.5,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,PF,1367864806,0.5
ue1_qfi2,4.249,10.539,12.089,12.81,ok,0.0,ok,ue2_qfi9,0,1,4,1000.0000000000002,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,12.322,ok,,3,ok,3,,ue3_qfi2,0.959668,ok,0.999992865090179,proxy,5,0.9999840864578955,6493137.6,ok,0.0052545454545454544,ok,0.15537954545454546,0.0202953125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue3_qfi1,12.25,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,Reservation,1367864806,0.5
ue3_qfi1,0.5,10.25,11.0,11.0,ok,0.0,ok,ue2_qfi9,0,2,4,1000.2499999999999,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue2_qfi2,10.75,ok,,3,ok,3,,ue3_qfi2,0.959668,ok,0.9999970017558573,proxy,5,0.9999931232652689,6493112.0,ok,0.004686363636363636,ok,0.11442272727272727,0.018584375,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue3_qfi1,10.5,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,TwoTier,1367864806,0.5
ue1_qfi2,4.083,9.199,10.192,10.655,ok,0.0,ok,ue2_qfi9,0,1,4,1000.0000000000002,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,10.625,ok,,3,ok,3,,ue2_qfi2,0.970256,ok,0.9999973880731361,proxy,5,0.9999932191812256,6517628.8,ok,0.004631818181818181,ok,0.10775454545454545,0.0189546875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue2_qfi1,10.0,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,PF,1097657231,0.5
ue3_qfi1,0.5,7.75,12.75,12.75,ok,4.9103649702419604e-05,ok,ue2_qfi9,0,2,4,1000.5000000000001,data,ok,2.0,False,,proxy,3,0,,ue2_qfi2,0.993421052631579,152,150.0,ok,,ue1_qfi2,12.155,ok,,3,ok,3,,ue2_qfi2,0.9698176,ok,0.9999927019586738,proxy,5,0.9999747465065727,6516507.2,ok,0.005184090909090909,ok,0.16093863636363637,0.0213140625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue3_qfi1,12.25,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,Reservation,1097657231,0.5
ue3_qfi2,3.322,8.391,10.209,11.039,ok,0.0,ok,ue3_qfi9,0,2,4,1000.4999999999998,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue3_qfi2,11.039,ok,,3,ok,3,,ue2_qfi2,0.9698656,ok,0.999997512677352,proxy,5,0.9999937955709927,6516923.2,ok,0.004668181818181818,ok,0.11864204545454546,0.0192546875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue3_qfi1,10.25,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,TwoTier,1097657231,0.5
ue1_qfi2,4.607,9.448,10.881,11.546,ok,0.0,ok,ue3_qfi9,0,1,4,1000.0000000000002,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,11.473,ok,,3,ok,3,,ue2_qfi2,0.9608384,ok,0.9999982757024017,proxy,5,0.9999949425678243,6506726.4,ok,0.004634090909090909,ok,0.10532727272727273,0.01856875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue3_qfi1,10.0,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,PF,579362555,0.5
ue2_qfi1,0.5,10.5,13.0,13.0,ok,2.458993819073136e-07,ok,ue2_qfi9,0,2,4,1000.2499999999999,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,11.436,ok,,3,ok,3,,ue2_qfi2,0.9608384,ok,0.9999975805785042,proxy,5,0.9999938692408992,6506724.8,ok,0.005113636363636364,ok,0.1580875,0.0206171875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue2_qfi1,12.5,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,Reservation,579362555,0.5
ue1_qfi2,3.825,9.296,10.531,11.248,ok,4.1561594529018604e-05,ok,ue3_qfi9,0,2,4,1002.2499999999997,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,0.993421052631579,152,150.0,ok,,ue1_qfi2,10.857,ok,,3,ok,3,,ue2_qfi2,0.9608384,ok,0.9999936049767706,proxy,5,0.9999743290706359,6505736.0,ok,0.004559090909090909,ok,0.1158,0.018903125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue2_qfi1,10.0,ok,,30.2,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,TwoTier,579362555,0.5
ue1_qfi2,4.038,9.614,11.014,12.099,ok,0.0,ok,ue3_qfi9,0,1,4,1000.7500000000002,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,11.323,ok,,3,ok,3,,ue3_qfi2,0.9725775999999999,ok,0.9999926586959607,proxy,5,0.9999889018236765,6554332.8,ok,0.004527272727272727,ok,0.10115681818181818,0.016915625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue2_qfi1,10.0,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,PF,661058651,0.5
ue2_qfi1,0.5,10.25,14.0,14.0,ok,0.0,ok,ue2_qfi9,0,2,4,1000.2499999999999,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,12.645,ok,,3,ok,3,,ue3_qfi2,0.9725775999999999,ok,0.9999947399717657,proxy,5,0.9999911161726315,6554305.6,ok,0.005004545454545454,ok,0.15405227272727273,0.0185328125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue2_qfi1,13.5,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,Reservation,661058651,0.5
ue1_qfi2,3.532,9.579,10.776,11.014,ok,0.0,ok,ue3_qfi9,0,1,4,1000.5000000000001,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,10.818,ok,,3,ok,3,,ue3_qfi2,0.9725775999999999,ok,0.9999942646118255,proxy,5,0.9999907523480894,6554332.8,ok,0.004468181818181818,ok,0.11094886363636364,0.0170828125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue3_qfi1,10.5,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,TwoTier,661058651,0.5
ue1_qfi2,4.348,10.293,10.877,12.059,ok,0.00011379387304421369,ok,ue3_qfi9,0,2,4,1000.2499999999999,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,12.059,ok,,3,ok,3,,ue1_qfi2,0.970964,ok,0.9999891736882416,proxy,5,0.9999732060654771,6537704.0,ok,0.004670454545454545,ok,0.1081,0.0202203125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue3_qfi1,10.25,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,PF,87989972,0.5
ue3_qfi1,0.5,6.0,13.0,13.0,ok,0.0,ok,ue2_qfi9,0,2,4,1002.2499999999997,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,12.877,ok,,3,ok,3,,ue1_qfi2,0.970964,ok,0.9999937745635687,proxy,5,0.99998483580084,6538081.6,ok,0.005047727272727272,ok,0.16349318181818182,0.0226140625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue3_qfi1,12.5,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,Reservation,87989972,0.5
ue1_qfi2,3.591,10.0,10.646,12.087,ok,2.6937352778183877e-06,ok,ue3_qfi9,0,2,4,1000.7499999999995,data,ok,2.0,False,,proxy,3,0,,ue3_qfi2,0.993421052631579,152,150.0,ok,,ue1_qfi2,11.944,ok,,3,ok,3,,ue1_qfi2,0.970964,ok,0.9999921975217104,proxy,5,0.999983204338119,6533660.8,ok,0.004595454545454546,ok,0.11974318181818182,0.020646875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue3_qfi1,10.0,ok,,30.2,ue3_qfi2,1,69.0,69.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,TwoTier,87989972,0.5
ue1_qfi2,4.339,9.527,11.0,11.75,ok,0.00019072059408357646,ok,ue1_qfi85,1,1,1,3302.5,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,11.75,ok,,2,ok,3,,ue1_qfi2,0.9486232,ok,0.9999869919575917,proxy,5,0.9999700819264299,6501054.4,ok,0.004827272727272727,ok,0.10392159090909091,0.018303125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue3_qfi1,10.0,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,PF,161576974,0.5
ue1_qfi2,4.319,10.675,11.454,11.981,ok,3.667195825795892e-05,ok,ue1_qfi85,1,1,1,3302.5,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,11.912,ok,,2,ok,3,,ue1_qfi2,0.9482632,ok,0.9999954221321975,proxy,5,0.9999893737735478,6500838.4,ok,0.005347727272727273,ok,0.15684204545454544,0.0204140625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue2_qfi1,10.0,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,Reservation,161576974,0.5
ue3_qfi2,3.27,8.024,10.026,10.831,ok,0.0,ok,ue1_qfi85,1,1,1,3302.5,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue3_qfi2,10.528,ok,,2,ok,3,,ue1_qfi2,0.9486232,ok,0.9999961253966653,proxy,5,0.9999910749081439,6501622.4,ok,0.004688636363636364,ok,0.11471363636363636,0.01870625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue2_qfi1,10.25,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,TwoTier,161576974,0.5
ue1_qfi2,3.853,9.695,11.083,11.965,ok,0.0,ok,ue1_qfi85,0,1,1,1693.7500000000005,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,12.498,ok,,3,ok,3,,ue2_qfi2,0.968176,ok,0.9999933396353139,proxy,5,0.9999894321287994,6532566.4,ok,0.004675,ok,0.1055909090909091,0.0180765625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue2_qfi1,10.25,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,PF,35492826,0.5
ue2_qfi1,0.5,10.5,13.0,13.0,ok,0.0,ok,ue1_qfi85,0,1,1,1693.7500000000005,data,ok,2.0,False,,proxy,3,0,,ue3_qfi2,0.993421052631579,152,150.0,ok,,ue1_qfi2,12.326,ok,,3,ok,3,,ue2_qfi2,0.968176,ok,0.9999923077420589,proxy,5,0.9999863308063893,6531377.6,ok,0.005159090909090909,ok,0.1587556818181818,0.0201203125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue2_qfi1,12.5,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,Reservation,35492826,0.5
ue1_qfi2,3.313,9.076,10.277,11.122,ok,0.0,ok,ue1_qfi85,0,1,1,1693.7500000000005,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,10.92,ok,,3,ok,3,,ue2_qfi2,0.968176,ok,0.9999929995715636,proxy,5,0.9999893707237157,6532564.8,ok,0.004615909090909091,ok,0.11558181818181819,0.0182453125,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue2_qfi1,10.25,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,TwoTier,35492826,0.5
ue1_qfi2,4.071,9.647,10.629,11.358,ok,0.0,ok,ue2_qfi9,0,2,4,1000.2499999999999,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,11.187,ok,,3,ok,3,,ue3_qfi2,0.9616975999999999,ok,0.9999924251759902,proxy,5,0.9999734508385829,6500104.0,ok,0.0047227272727272725,ok,0.10531704545454545,0.0172265625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue2_qfi1,10.25,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,PF,376383645,0.5
ue1_qfi2,4.037,11.0,12.25,12.75,ok,0.0,ok,ue2_qfi9,0,2,4,1000.2499999999999,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,12.729,ok,,3,ok,3,,ue3_qfi2,0.9616975999999999,ok,0.9999974186650433,proxy,5,0.9999940036040095,6500524.8,ok,0.005170454545454546,ok,0.15825454545454545,0.019140625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue3_qfi1,10.25,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,Reservation,376383645,0.5
ue3_qfi2,3.362,8.393,9.742,10.984,ok,4.922681896788098e-05,ok,ue2_qfi9,0,3,4,1000.2500000000001,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue3_qfi2,10.957,ok,,3,ok,3,,ue3_qfi2,0.9616975999999999,ok,0.9999974514154859,proxy,5,0.9999939831236254,6500521.6,ok,0.004656818181818182,ok,0.11595,0.01750625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue3_qfi1,10.25,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,TwoTier,376383645,0.5
ue2_qfi1,0.5,7.75,10.75,10.75,ok,4.91809527088254e-05,ok,ue2_qfi9,0,1,4,1000.2500000000001,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,10.446,ok,,3,ok,3,,ue1_qfi2,0.9641512,ok,0.9999997221294011,proxy,5,0.9999989752102101,6506584.0,ok,0.00465,ok,0.10530227272727273,0.01705625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue2_qfi1,10.25,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,PF,1746484539,0.5
ue2_qfi1,0.5,7.75,13.0,13.0,ok,0.0,ok,ue2_qfi9,0,2,4,1000.4999999999998,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,0.993421052631579,152,150.0,ok,,ue1_qfi2,12.091,ok,,3,ok,3,,ue1_qfi2,0.9618416,ok,0.9999932555021169,proxy,5,0.999985407424761,6501896.0,ok,0.005068181818181818,ok,0.1580784090909091,0.0191296875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue2_qfi1,12.5,ok,,30.2,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,Reservation,1746484539,0.5
ue2_qfi1,0.5,8.25,11.0,11.0,ok,0.0,ok,ue3_qfi9,0,2,4,1000.7499999999995,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,10.412,ok,,3,ok,3,,ue1_qfi2,0.9641512,ok,0.999996668274011,proxy,5,0.999991469607679,6506547.2,ok,0.004588636363636363,ok,0.11560227272727273,0.017265625,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue2_qfi1,10.5,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,drone_heavy,4,TwoTier,1746484539,0.5
ue3_qfi9,0.5,18.5,18.5,18.5,ok,0.0012376702565023794,ok,ue3_qfi9,0,2,4,1000.5000000000001,data,ok,2.0,False,,proxy,3,0,,ue1_qfi2,1.0,152,150.0,ok,,ue1_qfi2,19.031,ok,,3,ok,3,,ue2_qfi2,0.9669133333333333,ok,0.9974343339720422,proxy,5,0.9956901241727804,18717121.6,ok,0.004561363636363636,ok,0.27711022727272727,0.0283171875,ok,ue1_qfi82,0.0,99,10.0,data,ok,0.0,ue3_qfi9,18.0,ok,,30.4,ue1_qfi2,0,0.0,0.0,30.303,ok,33.0,,pending,,pending,ugv_heavy,4,PF,1826701614,1.5
